"type","username","useraddress","userid","timestamp","roomname","content"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:26:46","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:26:48","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:30:10","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:30:11","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:31:05","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:31:07","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:31:07","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:31:12","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:32:26","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:32:26","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:32:28","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:32:35","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:33:21","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:33:21","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:33:25","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:33:29","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:45:05","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:45:05","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:45:07","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:45:12","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:50:10","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 20:50:11","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 21:39:48","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 21:39:50","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 21:40:48","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 21:40:51","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-02 22:11:10","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 22:11:10","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 22:11:16","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-02 22:11:17","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:11:06","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:11:08","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:11:13","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:11:19","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:15:40","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:15:43","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:17:59","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:18:01","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:22:56","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:22:58","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:26:40","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:26:41","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:27:37","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:27:39","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:29:00","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:29:03","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:29:58","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:30:00","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:30:55","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:30:57","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:34:39","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:34:41","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:41:14","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:41:15","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:41:17","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 00:41:25","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:15:54","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:15:54","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:15:56","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:15:56","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:17:43","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:17:45","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:27:11","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:27:14","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:27:40","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:27:40","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:27:42","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:28:41","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:28:42","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:28:44","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:29:36","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:29:47","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:29:53","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 01:29:53","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:07:13","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:07:24","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:07:31","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:07:31","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:08:10","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:08:21","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:08:25","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 02:08:26","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:08:08","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:08:17","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:08:24","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:08:24","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:10:22","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:10:24","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:16:01","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:16:04","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:18:19","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:18:21","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:19:17","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:19:19","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:20:44","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:20:46","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:23:02","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:23:05","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:24:00","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:24:02","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:26:22","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:26:24","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:27:22","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:27:24","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:31:00","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:31:03","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:31:58","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:32:01","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:36:05","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:36:07","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:37:03","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:37:05","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:38:01","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:38:03","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:38:53","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:38:56","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:38:58","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 04:38:59","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:28:19","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:28:23","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:28:24","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:28:25","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:29:18","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:29:19","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:29:22","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 05:29:39","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:29:14","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:29:15","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:29:18","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:29:34","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:32:29","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:32:32","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:35:12","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:35:14","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:36:11","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:36:13","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:38:33","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:38:35","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:45:29","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:45:31","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:49:14","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:49:16","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:51:33","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:51:36","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:52:31","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 07:52:33","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 08:00:07","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 08:00:13","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 08:00:14","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 08:00:21","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:00:03","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:00:09","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:00:13","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:00:16","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:06:35","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:06:37","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:11:36","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:11:39","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:12:36","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:12:39","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:13:37","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:13:39","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:17:12","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:17:14","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:18:10","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:18:12","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:23:33","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:23:36","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:24:31","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:24:33","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:28:10","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:28:13","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:30:12","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:30:17","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:30:18","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 10:30:32","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:30:08","climatechange62711","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:30:11","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:30:12","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:30:22","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:31:13","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:31:16","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:37:32","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:37:36","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:38:33","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:38:35","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:39:31","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:39:34","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:43:53","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 12:43:55","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 15:24:41","climatechange62711","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:24:50","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:24:52","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:26:09","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:26:18","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:26:20","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:50:43","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:50:44","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 16:50:56","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:13:47","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:13:49","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:14:35","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:14:35","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:14:46","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:14:46","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:14:46","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 17:14:48","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:05:57","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:05:58","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:07:22","climatechange62704","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:07:30","climatechange62709","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:07:30","climatechange62710","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:09:20","climatechange62704","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:09:21","climatechange62710","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:09:21","climatechange62709","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:34:11","climatechange62704","leave"
"presence","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:34:46","climatechange62714","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 18:34:47","climatechange62714","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:34:48","climatechange62714","Hi! We will start soon."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:35:00","climatechange62714","Welcome! I'm Clem."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:35:05","climatechange62714","Tell the team your name and share something about yourself, such as a hobby you have or a game you like to play. Ask questions about what the others share. Take a couple of minutes to learn more about each other."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:35:30","climatechange62714","Okay, we're starting."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:35:35","climatechange62714","In this activity, your team will examine evidence of climate change in the form of graphs and experimental data. You will be asked to identify what the evidence tells you and what questions you still have. Then, you will read a local mayor’s opinion on fossil fuels and develop an argument in response."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:35:48","climatechange62714","Each of you will start out by specializing in one aspect of climate change: temperature change, carbon dioxide, or fossil fuels."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:35:53","climatechange62714","Decide among yourselves who will specialize in which aspect. If someone comes late, they'll get one of the remaining aspects. If you end up shorthanded, cover your own specialization and then work together on what remains."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:36:03","climatechange62714","Go ahead and decide who gets which. I'll wait a bit."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:36:15","climatechange62714","Type 'ready' when you have decided who will cover which specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:36:39","climatechange62714","We need to start wrapping up. Get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:36:45","climatechange62714","Now it's time to research your specialization. Click on the 'Data' tab at the left. You'll find a Google Sheet which itself has 3 tabs at the bottom, one for each specialization: Temperature Change, Carbon Dioxide, and Fossil Fuels. Find the Data tab for your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:36:59","climatechange62714","Type 'ready' when you have found the data for your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:37:45","climatechange62714","Okay, let's get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:37:59","climatechange62714","Now examine your data and record your thoughts by filling out the 'Notes' tab that corresponds to your specialization on the left."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:38:27","climatechange62714","Take up to 10 minutes to examine the data and record your thoughts. Make sure your team covers all the specializations. If you finish early, share your thoughts with one another and see if you can come up with more ideas."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:38:41","climatechange62714","Type 'ready' when you have finished researching and writing about your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:46:09","climatechange62714","Okay, let's get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:48:39","climatechange62714","Okay, it's time to move on to the next part of the activity. First, spend a few minutes reading and thinking about the letter from the mayor that you'll find in the 'Mayoral Letter' tab at the left."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:49:21","climatechange62714","Type 'ready' when you have finished examining the mayor's letter."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:51:35","climatechange62714","We need to start wrapping up. Get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:52:21","climatechange62714","Before developing your response to Mayor Williams, summarize her perspective. What are the benefits of using fossil fuels? What evidence and reasoning does she use to support her decision? Discuss for a few minutes."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:52:33","climatechange62714","Type 'ready' when you have finished summarizing and discussing the mayor's letter."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:54:45","climatechange62714","Okay, let's get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:55:31","climatechange62714","Now, spend the rest of your time discussing and developing a response to the mayor. Make sure to support your ideas with evidence. Use the 'Joint Response' tab at the left to develop your response."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 18:55:36","climatechange62714","Each team member's typing in the Joint Response will be a different color! But work together to create a combined response."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:04:47","climatechange62714","It is time for us to wrap up now. It has been a pleasure working with you. The activity is now over."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:04:52","climatechange62714","Have a nice day!"
"presence","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:05:25","climatechange62714","leave"
"presence","Robbie","undefined:undefined","1","2021-05-03 19:31:37","climatechange62716","join"
"presence","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:31:38","climatechange62716","join"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:31:39","climatechange62716","Hi! We will start soon."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:31:51","climatechange62716","Welcome! I'm Clem."
"presence","Robbie","undefined:undefined","1","2021-05-03 19:31:54","climatechange62716","leave"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:32:01","climatechange62716","Tell the team your name and share something about yourself, such as a hobby you have or a game you like to play. Ask questions about what the others share. Take a couple of minutes to learn more about each other."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:32:21","climatechange62716","Okay, we're starting."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:32:26","climatechange62716","In this activity, your team will examine evidence of climate change in the form of graphs and experimental data. You will be asked to identify what the evidence tells you and what questions you still have. Then, you will read a local mayor’s opinion on fossil fuels and develop an argument in response."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:32:39","climatechange62716","Each of you will start out by specializing in one aspect of climate change: temperature change, carbon dioxide, or fossil fuels."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:32:44","climatechange62716","Decide among yourselves who will specialize in which aspect. If someone comes late, they'll get one of the remaining aspects. If you end up shorthanded, cover your own specialization and then work together on what remains."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:32:54","climatechange62716","Go ahead and decide who gets which. I'll wait a bit."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:33:06","climatechange62716","Type 'ready' when you have decided who will cover which specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:33:30","climatechange62716","Okay, let's get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:33:36","climatechange62716","Now it's time to research your specialization. Click on the 'Data' tab at the left. You'll find a Google Sheet which itself has 3 tabs at the bottom, one for each specialization: Temperature Change, Carbon Dioxide, and Fossil Fuels. Find the Data tab for your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:33:50","climatechange62716","Type 'ready' when you have found the data for your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:34:36","climatechange62716","We need to start wrapping up. Get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:34:50","climatechange62716","Now examine your data and record your thoughts by filling out the 'Notes' tab that corresponds to your specialization on the left."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:35:18","climatechange62716","Take up to 10 minutes to examine the data and record your thoughts. Make sure your team covers all the specializations. If you finish early, share your thoughts with one another and see if you can come up with more ideas."
"presence","Robbie","undefined:undefined","1","2021-05-03 19:35:27","climatechange62716","join"
"presence","Robbie","undefined:undefined","1","2021-05-03 19:35:31","climatechange62716","leave"
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:35:32","climatechange62716","Type 'ready' when you have finished researching and writing about your specialization."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:43:00","climatechange62716","Okay, let's get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:45:30","climatechange62716","Okay, it's time to move on to the next part of the activity. First, spend a few minutes reading and thinking about the letter from the mayor that you'll find in the 'Mayoral Letter' tab at the left."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:46:12","climatechange62716","Type 'ready' when you have finished examining the mayor's letter."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:48:27","climatechange62716","We need to start wrapping up. Get ready to move on."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:49:10","climatechange62716","Before developing your response to Mayor Williams, summarize her perspective. What are the benefits of using fossil fuels? What evidence and reasoning does she use to support her decision? Discuss for a few minutes."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:49:22","climatechange62716","Type 'ready' when you have finished summarizing and discussing the mayor's letter."
"text","Clem the Climate Policy Wonk","undefined:undefined",\N,"2021-05-03 19:51:37","climatechange62716","We need to start wrapping up. Get ready to move on."
