quality,similarity,unique words,length ratio,negation,negation parity,unusual tokens,unusual ratio
No,0.671831,0.375000,0.000000,0,0,0,1.000000
Yes,0.865192,0.500000,0.111111,0,0,0,1.000000
Yes,0.798969,0.466667,0.000000,0,0,0,1.000000
Yes,0.821124,0.428571,0.235294,0,0,1,0.750000
Yes,0.810210,0.370370,0.052632,0,0,0,1.000000
Yes,0.950297,0.714286,0.120000,0,0,2,0.500000
Yes,0.830132,0.583333,0.352941,0,0,4,0.200000
Yes,0.741438,0.347826,0.062500,0,0,1,0.500000
Yes,0.935861,0.607143,0.000000,0,0,4,0.600000
Yes,0.668171,0.304348,0.000000,1,1,3,0.000000
Yes,0.895548,0.517241,0.181818,0,0,1,0.800000
Yes,0.711483,0.285714,0.000000,0,0,3,0.400000
No,0.817405,0.241379,0.235294,0,0,4,0.500000
Yes,0.820028,0.320000,0.250000,0,0,0,1.000000
Yes,0.910745,0.666667,0.333333,0,0,0,1.000000
Yes,0.881639,0.607143,0.250000,0,0,2,0.000000
No,0.678643,0.259259,0.250000,0,0,5,0.375000
No,0.754804,0.238095,0.266667,0,0,2,0.666667
Yes,0.797877,0.379310,0.043478,0,0,2,0.750000
Yes,0.873875,0.473684,0.153846,0,0,0,1.000000
No,0.839784,0.541667,0.272727,0,0,5,0.500000
Yes,0.852720,0.285714,0.117647,1,1,0,1.000000
Yes,0.876840,0.566667,0.083333,0,0,1,0.000000
Yes,0.796854,0.360000,0.187500,0,0,0,1.000000
No,0.626439,0.266667,0.272727,0,0,1,0.750000
Yes,0.835873,0.551724,0.043478,0,0,2,0.500000
Yes,0.747301,0.320000,0.058824,0,0,3,0.625000
No,0.686748,0.250000,0.272727,0,0,0,1.000000
No,0.876242,0.500000,0.291667,0,0,2,0.333333
Yes,0.882892,0.571429,0.000000,0,0,4,0.333333
No,0.694683,0.272727,0.000000,1,1,5,0.000000
Yes,0.959376,0.666667,0.125000,0,0,1,0.500000
No,0.841689,0.312500,0.444444,1,1,1,0.666667
No,0.774229,0.451613,0.130435,0,0,1,0.666667
Yes,0.917401,0.642857,0.111111,0,0,2,0.500000
Yes,0.779693,0.434783,0.125000,0,0,0,1.000000
Yes,0.793437,0.421053,0.000000,0,0,0,1.000000
Yes,0.749655,0.366667,0.263158,0,0,4,0.333333
Yes,0.921526,0.703704,0.130435,0,0,0,1.000000
No,0.811497,0.375000,0.444444,0,0,0,1.000000
No,0.859535,0.600000,0.380952,0,0,0,1.000000
Yes,0.901155,0.520000,0.095238,0,0,1,0.000000
Yes,0.922660,0.666667,0.000000,0,0,4,0.636364
No,0.735683,0.137931,0.058824,0,0,6,0.454545
Yes,0.930971,0.636364,0.000000,0,0,4,0.200000
No,0.659310,0.333333,0.000000,0,0,5,0.166667
Yes,0.790142,0.341463,0.037037,0,0,2,0.000000
Yes,0.879163,0.375000,0.090909,0,0,3,0.000000
Yes,0.678830,0.272727,0.352941,0,0,2,0.500000
No,0.704988,0.320000,0.300000,1,1,8,0.111111
Yes,0.866673,0.523810,0.133333,0,0,0,1.000000
Yes,0.784858,0.391304,0.300000,0,0,3,0.250000
Yes,0.767892,0.375000,0.166667,0,0,2,0.333333
No,0.760577,0.321429,0.000000,0,0,11,0.083333
Yes,0.616709,0.217391,0.133333,0,0,2,0.000000
No,0.755702,0.185185,0.117647,0,0,3,0.500000
Yes,0.951617,0.766667,0.000000,0,0,0,1.000000
No,0.828307,0.363636,0.000000,0,0,6,0.454545
Yes,0.716512,0.304348,0.062500,0,0,2,0.000000
Yes,0.739626,0.411765,0.178571,0,0,7,0.500000
No,0.834879,0.500000,0.117647,0,0,5,0.583333
No,0.727502,0.166667,0.250000,0,0,10,0.000000
No,0.755933,0.391304,0.300000,0,0,3,0.000000
Yes,0.761255,0.240000,0.055556,0,0,2,0.333333
No,0.738231,0.250000,0.142857,0,0,18,0.052632
Yes,0.982493,0.684211,0.058824,0,0,0,1.000000
Yes,0.740853,0.450000,0.066667,0,0,2,0.600000
Yes,0.873568,0.548387,0.037037,0,0,2,0.000000
No,0.701011,0.210526,0.153846,0,0,3,0.625000
Yes,0.833426,0.391304,0.285714,0,0,1,0.750000
No,0.807261,0.354839,0.307692,0,0,5,0.285714
No,0.734634,0.208333,0.277778,0,0,7,0.222222
Yes,0.884439,0.583333,0.173913,0,0,1,0.500000
Yes,0.846441,0.500000,0.125000,0,0,1,0.500000
No,0.632695,0.222222,0.444444,0,0,1,0.500000
Yes,0.896374,0.535714,0.125000,0,0,1,0.833333
Yes,0.909284,0.551724,0.040000,0,0,0,1.000000
Yes,0.842804,0.391304,0.133333,0,0,6,0.538462
Yes,0.715552,0.230769,0.315789,0,0,0,1.000000
Yes,0.739141,0.380952,0.176471,0,0,4,0.428571
Yes,0.924932,0.757576,0.000000,0,0,0,1.000000
Yes,0.874597,0.560000,0.100000,0,0,1,0.750000
Yes,0.764095,0.440000,0.176471,0,0,4,0.333333
Yes,0.828155,0.500000,0.200000,0,0,2,0.500000
Yes,0.729001,0.291667,0.062500,0,0,1,0.833333
No,0.734496,0.285714,0.333333,0,0,4,0.333333
Yes,0.825437,0.518519,0.000000,0,0,1,0.000000
Yes,0.673829,0.219512,0.111111,0,0,0,1.000000
No,0.814900,0.388889,0.500000,0,0,3,0.250000
Yes,0.726759,0.444444,0.142857,0,0,0,1.000000
Yes,0.888854,0.666667,0.090909,0,0,1,0.888889
No,0.794566,0.413793,0.230769,0,0,1,0.500000
No,0.746026,0.280000,0.166667,0,0,3,0.250000
Yes,0.936464,0.718750,0.034483,0,0,2,0.600000
Yes,0.979715,0.769231,0.083333,0,0,0,1.000000
Yes,0.846174,0.406250,0.259259,0,0,1,0.875000
Yes,0.903303,0.687500,0.000000,0,0,1,0.500000
Yes,0.807521,0.370370,0.100000,0,0,2,0.666667
Yes,0.829279,0.454545,0.200000,0,0,1,0.500000
Yes,0.802591,0.416667,0.058824,0,0,4,0.333333
Yes,0.788520,0.285714,0.190476,0,0,3,0.625000
Yes,0.822285,0.411765,0.076923,0,0,1,0.000000
Yes,0.943160,0.703704,0.000000,0,0,1,0.666667
No,0.836108,0.515152,0.037037,0,0,0,1.000000
Yes,0.816922,0.538462,0.136364,0,0,0,1.000000
Yes,0.864754,0.541667,0.050000,0,0,0,1.000000
No,0.748377,0.291667,0.066667,0,0,0,1.000000
Yes,0.881448,0.615385,0.200000,0,0,0,1.000000
No,0.859250,0.500000,0.352941,0,0,0,1.000000
Yes,0.833589,0.400000,0.260870,0,0,5,0.285714
Yes,0.928108,0.818182,0.173913,0,0,2,0.750000
No,0.843515,0.212121,0.000000,0,0,4,0.500000
Yes,0.831088,0.500000,0.166667,0,0,4,0.000000
No,0.705903,0.344828,0.263158,0,0,2,0.600000
No,0.757920,0.363636,0.500000,0,0,1,0.800000
Yes,0.855889,0.400000,0.250000,0,0,2,0.818182
Yes,0.865653,0.454545,0.235294,0,0,0,1.000000
Yes,0.868411,0.727273,0.052632,0,0,3,0.000000
Yes,0.833299,0.592593,0.080000,0,0,1,0.500000
Yes,0.861196,0.600000,0.062500,0,0,0,1.000000
Yes,0.928769,0.551724,0.041667,0,0,1,0.857143
No,0.803347,0.370370,0.090909,0,0,4,0.333333
Yes,0.891296,0.655172,0.115385,0,0,5,0.500000
No,0.778301,0.440000,0.312500,0,0,3,0.400000
Yes,0.838714,0.482759,0.315789,0,0,0,1.000000
Yes,0.822277,0.333333,0.000000,0,0,1,0.000000
Yes,0.917438,0.652174,0.222222,0,0,0,1.000000
Yes,0.933934,0.523810,0.428571,0,0,3,0.571429
Yes,0.811355,0.379310,0.208333,0,0,8,0.111111
Yes,0.921871,0.709677,0.000000,0,0,0,1.000000
No,0.815567,0.407407,0.375000,0,0,9,0.357143
Yes,0.905281,0.695652,0.307692,0,0,1,0.750000
Yes,0.960224,0.761905,0.052632,0,0,0,1.000000
Yes,0.816623,0.472222,0.034483,0,0,6,0.250000
No,0.799300,0.347826,0.166667,0,0,9,0.400000
Yes,0.901892,0.680000,0.086957,0,0,0,1.000000
Yes,0.937293,0.629630,0.222222,0,0,3,0.400000
No,0.733954,0.375000,0.166667,0,0,6,0.333333
Yes,0.784298,0.360000,0.318182,0,0,5,0.000000
No,0.908287,0.640000,0.320000,1,1,0,1.000000
Yes,0.702232,0.285714,0.153846,0,0,0,1.000000
No,0.838575,0.440000,0.285714,0,0,3,0.571429
Yes,0.746346,0.238095,0.000000,0,0,6,0.500000
No,0.708758,0.307692,0.300000,0,0,3,0.500000
Yes,0.765946,0.434783,0.200000,0,0,5,0.375000
No,0.773652,0.360000,0.285714,0,0,5,0.000000
Yes,0.859498,0.629630,0.142857,0,0,2,0.333333
Yes,0.754897,0.344828,0.052632,0,0,5,0.444444
No,0.843384,0.500000,0.100000,0,0,2,0.333333
Yes,0.878227,0.636364,0.052632,0,0,1,0.833333
Yes,0.911138,0.727273,0.190476,0,0,2,0.833333
Yes,0.849390,0.500000,0.217391,0,0,2,0.333333
Yes,0.923337,0.653846,0.090909,0,0,0,1.000000
Yes,0.900468,0.718750,0.034483,0,0,0,1.000000
Yes,0.725262,0.250000,0.307692,0,0,2,0.500000
Yes,0.926358,0.607143,0.421053,0,0,0,1.000000
Yes,0.830754,0.424242,0.000000,0,0,3,0.400000
Yes,0.683465,0.300000,0.066667,0,0,1,0.666667
No,0.687365,0.250000,0.076923,0,0,3,0.400000
Yes,0.810995,0.185185,0.133333,0,0,5,0.500000
No,0.790105,0.368421,0.142857,0,0,8,0.333333
Yes,0.827275,0.538462,0.130435,0,0,0,1.000000
No,0.734229,0.333333,0.181818,0,0,2,0.500000
Yes,0.890141,0.666667,0.038462,0,0,1,0.000000
Yes,0.742015,0.296296,0.157895,0,0,9,0.357143
Yes,0.854117,0.608696,0.095238,0,0,3,0.500000
Yes,0.868216,0.470588,0.363636,0,0,2,0.333333
No,0.711328,0.363636,0.200000,0,0,3,0.400000
Yes,0.929244,0.720000,0.173913,0,0,0,1.000000
Yes,0.842976,0.500000,0.500000,0,0,3,0.625000
Yes,0.891386,0.473684,0.000000,0,0,0,1.000000
No,0.665049,0.100000,0.444444,0,0,4,0.200000
Yes,0.687008,0.250000,0.090909,0,0,0,1.000000
Yes,0.716605,0.370370,0.411765,0,0,6,0.250000
No,0.686414,0.333333,0.043478,0,0,9,0.100000
Yes,0.776059,0.347826,0.176471,0,0,9,0.307692
Yes,0.785723,0.290323,0.105263,0,0,9,0.400000
Yes,0.782292,0.230769,0.315789,0,0,5,0.166667
Yes,0.822688,0.409091,0.384615,0,0,8,0.428571
No,0.868768,0.227273,0.187500,0,0,4,0.555556
Yes,0.954339,0.863636,0.157895,0,0,0,1.000000
Yes,0.677541,0.411765,0.400000,0,0,6,0.333333
Yes,0.870132,0.500000,0.150000,0,0,3,0.250000
No,0.694984,0.217391,0.133333,0,0,1,0.750000
Yes,0.954994,0.642857,0.000000,0,0,3,0.400000
Yes,0.917178,0.678571,0.266667,0,0,0,1.000000
No,0.683990,0.192308,0.117647,0,0,1,0.666667
No,0.668165,0.192308,0.214286,0,0,17,0.055556
Yes,0.923648,0.666667,0.176471,0,0,0,1.000000
Yes,0.848419,0.615385,0.045455,0,0,4,0.333333
Yes,0.906159,0.600000,0.000000,0,0,0,1.000000
Yes,0.942532,0.750000,0.227273,0,0,1,0.909091
No,0.808929,0.400000,0.100000,0,0,1,0.000000
Yes,0.912042,0.633333,0.038462,0,0,6,0.400000
Yes,0.873089,0.615385,0.320000,0,0,2,0.600000
No,0.817443,0.520000,0.411765,0,0,6,0.142857
Yes,0.921050,0.600000,0.047619,0,0,1,0.888889
No,0.712824,0.200000,0.142857,0,0,15,0.117647
Yes,0.906981,0.695652,0.050000,0,0,1,0.750000
Yes,0.966348,0.633333,0.035714,0,0,1,0.800000
Yes,0.862402,0.520000,0.100000,0,0,1,0.500000
No,0.687118,0.166667,0.200000,1,1,5,0.000000
No,0.789386,0.466667,0.260870,0,0,1,0.500000
Yes,0.892331,0.681818,0.000000,0,0,1,0.500000
No,0.578838,0.200000,0.142857,0,0,0,1.000000
No,0.758605,0.260870,0.071429,0,0,0,1.000000
Yes,0.658525,0.240000,0.222222,0,0,2,0.714286
No,0.663024,0.280000,0.058824,1,1,0,1.000000
Yes,0.905352,0.655172,0.125000,0,0,2,0.333333
Yes,0.821750,0.480000,0.238095,0,0,4,0.333333
Yes,0.763406,0.400000,0.047619,0,0,0,1.000000
Yes,0.734183,0.388889,0.076923,0,0,5,0.166667
Yes,0.918586,0.760000,0.296296,0,0,1,0.800000
Yes,0.890102,0.636364,0.000000,0,0,7,0.300000
Yes,0.897440,0.608696,0.173913,0,0,0,1.000000
Yes,0.953562,0.714286,0.173913,0,0,0,1.000000
Yes,0.967636,0.720000,0.000000,0,0,0,1.000000
No,0.907438,0.666667,0.120000,0,0,0,1.000000
Yes,0.851507,0.578947,0.214286,0,0,0,1.000000
Yes,0.728544,0.230769,0.210526,0,0,11,0.083333
Yes,0.782546,0.434783,0.058824,0,0,1,0.666667
Yes,0.853770,0.347826,0.214286,0,0,1,0.875000
No,0.689816,0.310345,0.375000,0,0,6,0.000000
Yes,0.912239,0.615385,0.100000,0,0,1,0.666667
Yes,0.908111,0.612903,0.080000,0,0,0,1.000000
Yes,0.911678,0.580645,0.217391,0,0,2,0.600000
No,0.726791,0.208333,0.230769,0,0,16,0.058824
No,0.861099,0.357143,0.235294,0,0,4,0.000000
Yes,0.723336,0.360000,0.266667,0,0,7,0.125000
No,0.743805,0.285714,0.076923,1,1,1,0.000000
Yes,0.879667,0.541667,0.055556,0,0,3,0.500000
Yes,0.877132,0.666667,0.095238,0,0,2,0.000000
Yes,0.771580,0.400000,0.291667,0,0,4,0.200000
Yes,0.831948,0.681818,0.318182,0,0,3,0.250000
Yes,0.728419,0.333333,0.181818,0,0,1,0.666667
No,0.757408,0.259259,0.157895,0,0,3,0.625000
Yes,0.850283,0.400000,0.173913,0,0,0,1.000000
Yes,0.781327,0.391304,0.062500,0,0,2,0.666667
No,0.694958,0.269231,0.333333,0,0,2,0.666667
Yes,0.947655,0.692308,0.090909,0,0,1,0.888889
Yes,0.766752,0.500000,0.000000,0,0,0,1.000000
Yes,0.960002,0.666667,0.192308,0,0,0,1.000000
Yes,0.617743,0.300000,0.200000,0,0,3,0.500000
Yes,0.808079,0.294118,0.120000,0,0,0,1.000000
No,0.807609,0.250000,0.350000,0,0,3,0.571429
Yes,0.897317,0.450000,0.230769,0,0,3,0.500000
No,0.775158,0.400000,0.117647,0,0,3,0.400000
Yes,0.813800,0.466667,0.086957,0,0,1,0.833333
Yes,0.783567,0.200000,0.133333,0,0,4,0.000000
Yes,0.889668,0.625000,0.227273,0,0,2,0.500000
No,0.756941,0.320000,0.176471,0,0,3,0.000000
No,0.712001,0.200000,0.272727,0,0,2,0.500000
Yes,0.888006,0.645161,0.074074,0,0,1,0.750000
Yes,0.829887,0.470588,0.142857,0,0,0,1.000000
No,0.711366,0.346154,0.055556,0,0,1,0.000000
No,0.704009,0.342857,0.333333,0,0,4,0.555556
Yes,0.933891,0.500000,0.125000,0,0,1,0.666667
Yes,0.891204,0.650000,0.000000,0,0,0,1.000000
Yes,0.823748,0.260870,0.000000,0,0,3,0.571429
No,0.666995,0.363636,0.000000,0,0,2,0.666667
Yes,0.827593,0.304348,0.384615,0,0,2,0.500000
Yes,0.786954,0.325000,0.034483,0,0,1,0.857143
Yes,0.923266,0.476190,0.466667,0,0,0,1.000000
Yes,0.863124,0.521739,0.000000,0,0,5,0.285714
No,0.747540,0.318182,0.071429,0,0,3,0.500000
Yes,0.691771,0.235294,0.166667,0,0,0,1.000000
No,0.858562,0.310345,0.136364,0,0,12,0.294118
No,0.824272,0.434783,0.266667,1,1,1,0.750000
Yes,0.712877,0.263158,0.153846,0,0,2,0.333333
No,0.755139,0.464286,0.040000,0,0,2,0.500000
Yes,0.905680,0.769231,0.086957,0,0,1,0.000000
Yes,0.816203,0.440000,0.150000,0,0,1,0.750000
Yes,0.731352,0.260870,0.176471,0,0,1,0.000000
Yes,0.921335,0.482759,0.043478,0,0,0,1.000000
No,0.726058,0.142857,0.083333,0,0,6,0.000000
Yes,0.918115,0.714286,0.000000,0,0,1,0.666667
Yes,0.844313,0.500000,0.416667,1,1,2,0.500000
Yes,0.911049,0.760000,0.166667,0,0,2,0.000000
Yes,0.805591,0.382353,0.035714,0,0,0,1.000000
Yes,0.778757,0.300000,0.363636,0,0,4,0.333333
Yes,0.880395,0.625000,0.136364,0,0,1,0.500000
No,0.600058,0.192308,0.166667,0,0,6,0.142857
Yes,0.661201,0.200000,0.000000,1,1,0,1.000000
Yes,0.732275,0.307692,0.107143,0,0,1,0.750000
Yes,0.778816,0.314286,0.000000,0,0,2,0.750000
Yes,0.773201,0.480000,0.375000,0,0,2,0.000000
Yes,0.885656,0.500000,0.222222,0,0,1,0.500000
Yes,0.863943,0.483871,0.076923,0,0,1,0.000000
Yes,0.912559,0.612903,0.074074,0,0,0,1.000000
Yes,0.849747,0.400000,0.000000,0,0,1,0.750000
Yes,0.972351,0.518519,0.000000,0,0,0,1.000000
Yes,0.909169,0.666667,0.250000,0,0,1,0.500000
No,0.831147,0.352941,0.357143,0,0,1,0.000000
Yes,0.820811,0.409091,0.058824,0,0,0,1.000000
Yes,0.877483,0.620690,0.035714,0,0,1,0.800000
Yes,0.781802,0.333333,0.105263,0,0,2,0.000000
Yes,0.951467,0.740741,0.000000,0,0,0,1.000000
Yes,0.735942,0.375000,0.333333,0,0,3,0.571429
No,0.674873,0.238095,0.076923,0,0,0,1.000000
Yes,0.869024,0.523810,0.000000,0,0,1,0.833333
Yes,0.825408,0.500000,0.187500,0,0,1,0.500000
No,0.818509,0.461538,0.157895,0,0,4,0.000000
Yes,0.888033,0.535714,0.185185,0,0,2,0.333333
Yes,0.813176,0.392857,0.136364,0,0,1,0.500000
Yes,0.825242,0.500000,0.428571,0,0,2,0.000000
No,0.789959,0.382353,0.214286,0,0,5,0.285714
Yes,0.918224,0.576923,0.444444,0,0,5,0.375000
Yes,0.646230,0.368421,0.454545,0,0,0,1.000000
Yes,0.909355,0.580645,0.137931,0,0,7,0.416667
No,0.740467,0.357143,0.227273,0,0,1,0.500000
No,0.730446,0.120000,0.636364,0,0,3,0.250000
No,0.760152,0.347826,0.461538,0,0,0,1.000000
No,0.861509,0.500000,0.285714,0,0,1,0.800000
No,0.824610,0.400000,0.111111,0,0,5,0.285714
No,0.717174,0.260870,0.307692,0,0,5,0.285714
No,0.726901,0.304348,0.058824,0,0,6,0.333333
Yes,0.768527,0.200000,0.312500,0,0,8,0.384615
No,0.615575,0.285714,0.250000,0,0,4,0.500000
Yes,0.864047,0.269231,0.000000,0,0,6,0.454545
Yes,0.839153,0.333333,0.000000,0,0,0,1.000000
No,0.820420,0.413793,0.280000,0,0,0,1.000000
Yes,0.720769,0.289474,0.080000,0,0,7,0.300000
Yes,0.840238,0.521739,0.235294,0,0,0,1.000000
Yes,0.757784,0.187500,0.190476,0,0,13,0.277778
No,0.681961,0.208333,0.125000,0,0,6,0.454545
Yes,0.858673,0.655172,0.318182,0,0,1,0.000000
Yes,0.820726,0.280000,0.210526,1,1,2,0.333333
Yes,0.903936,0.500000,0.136364,0,0,1,0.500000
Yes,0.892563,0.551724,0.272727,0,0,3,0.700000
No,0.707478,0.250000,0.000000,0,0,2,0.714286
Yes,0.920677,0.608696,0.043478,0,0,2,0.500000
Yes,0.927251,0.483871,0.090909,0,0,0,1.000000
Yes,0.878525,0.724138,0.080000,0,0,0,1.000000
Yes,1.000000,0.777778,0.000000,0,0,0,1.000000
No,0.891882,0.580645,0.300000,0,0,0,1.000000
No,0.775215,0.350000,0.416667,0,0,1,0.000000
Yes,0.786709,0.166667,0.250000,0,0,10,0.285714
Yes,0.884730,0.678571,0.076923,0,0,2,0.750000
Yes,0.935826,0.678571,0.000000,0,0,1,0.666667
Yes,0.916427,0.600000,0.080000,0,0,1,0.500000
Yes,0.724524,0.368421,0.250000,0,0,2,0.600000
Yes,0.792716,0.450000,0.066667,0,0,1,0.000000
Yes,0.719442,0.214286,0.250000,0,0,12,0.142857
No,0.719659,0.259259,0.050000,1,1,2,0.000000
No,0.707978,0.366667,0.100000,0,0,7,0.222222
Yes,0.877233,0.636364,0.111111,0,0,4,0.333333
No,0.849348,0.437500,0.037037,0,0,4,0.333333
No,0.646309,0.320000,0.157895,0,0,2,0.750000
No,0.775827,0.289474,0.040000,0,0,2,0.714286
Yes,0.791810,0.448276,0.470588,0,0,1,0.833333
No,0.736092,0.322581,0.200000,0,0,6,0.250000
No,0.639483,0.291667,0.166667,1,1,2,0.500000
Yes,0.941818,0.642857,0.090909,0,0,1,0.750000
Yes,0.788886,0.363636,0.142857,0,0,0,1.000000
Yes,0.908540,0.652174,0.000000,0,0,1,0.875000
No,0.829093,0.375000,0.263158,0,0,1,0.500000
No,0.679854,0.238095,0.000000,1,1,2,0.000000
No,0.837940,0.310345,0.000000,0,0,3,0.400000
No,0.650656,0.157895,0.166667,1,1,4,0.000000
Yes,0.945883,0.607143,0.125000,0,0,0,1.000000
No,0.685745,0.280000,0.222222,0,0,7,0.125000
Yes,0.772619,0.304348,0.277778,0,0,6,0.142857
Yes,0.879524,0.666667,0.076923,0,0,1,0.666667
Yes,0.686428,0.294118,0.000000,0,0,3,0.500000
Yes,0.854064,0.578947,0.133333,0,0,0,1.000000
Yes,0.827868,0.368421,0.312500,0,0,2,0.500000
Yes,0.645634,0.250000,0.214286,0,0,0,1.000000
Yes,0.772377,0.363636,0.083333,0,0,4,0.666667
Yes,0.830544,0.466667,0.181818,0,0,3,0.000000
Yes,0.895524,0.680000,0.090909,0,0,1,0.800000
No,0.673533,0.240000,0.210526,0,0,5,0.166667
Yes,0.756820,0.428571,0.157895,0,0,2,0.000000
Yes,0.678605,0.266667,0.100000,0,0,3,0.400000
Yes,0.827883,0.250000,0.304348,0,0,0,1.000000
Yes,0.925998,0.703704,0.000000,0,0,1,0.666667
No,0.729443,0.312500,0.086957,0,0,7,0.222222
Yes,0.640714,0.142857,0.250000,0,0,10,0.090909
Yes,0.777716,0.413793,0.000000,0,0,2,0.600000
No,0.764161,0.166667,0.100000,0,0,5,0.285714
Yes,0.853685,0.444444,0.142857,0,0,0,1.000000
No,0.831706,0.500000,0.238095,0,0,0,1.000000
No,0.843096,0.363636,0.000000,0,0,4,0.600000
Yes,0.756700,0.400000,0.111111,0,0,6,0.000000
Yes,0.781647,0.166667,0.090909,0,0,0,1.000000
Yes,0.736822,0.440000,0.375000,0,0,4,0.200000
No,0.863283,0.517241,0.083333,0,0,0,1.000000
Yes,0.821355,0.521739,0.190476,0,0,0,1.000000
Yes,0.676986,0.291667,0.222222,0,0,1,0.000000
No,0.735505,0.346154,0.176471,0,0,4,0.333333
Yes,0.761197,0.409091,0.058824,0,0,1,0.500000
No,0.746470,0.400000,0.176471,0,0,3,0.000000
No,0.831872,0.343750,0.285714,0,0,3,0.000000
Yes,0.808017,0.448276,0.047619,0,0,1,0.500000
Yes,0.866092,0.586207,0.120000,0,0,3,0.700000
Yes,0.806568,0.346154,0.111111,0,0,0,1.000000
No,0.747062,0.346154,0.200000,0,0,0,1.000000
No,0.693844,0.050000,0.307692,1,1,0,1.000000
Yes,0.802047,0.285714,0.200000,0,0,0,1.000000
No,0.741967,0.322581,0.296296,0,0,1,0.000000
Yes,0.776128,0.380952,0.416667,0,0,1,0.900000
No,0.727136,0.185185,0.125000,0,0,4,0.333333
Yes,0.743838,0.375000,0.187500,0,0,7,0.416667
No,0.707207,0.230769,0.363636,1,1,6,0.333333
No,0.728617,0.260870,0.416667,0,0,0,1.000000
Yes,0.914378,0.560000,0.047619,0,0,2,0.818182
No,0.852940,0.423077,0.304348,0,0,3,0.571429
Yes,0.754789,0.096774,0.111111,0,0,8,0.200000
No,0.840081,0.541667,0.304348,0,0,0,1.000000
Yes,0.873521,0.619048,0.157895,0,0,1,0.800000
Yes,0.833167,0.518519,0.045455,0,0,5,0.500000
Yes,0.838177,0.608696,0.052632,0,0,0,1.000000
Yes,0.754202,0.346154,0.117647,0,0,2,0.777778
Yes,0.789517,0.333333,0.166667,0,0,2,0.600000
Yes,0.928335,0.700000,0.142857,0,0,2,0.500000
No,0.894453,0.444444,0.280000,0,0,0,1.000000
Yes,0.904152,0.600000,0.035714,0,0,2,0.500000
Yes,0.748322,0.368421,0.000000,0,0,0,1.000000
No,0.795807,0.307692,0.111111,0,0,8,0.272727
No,0.628487,0.208333,0.277778,1,1,2,0.000000
No,0.654890,0.260870,0.071429,0,0,4,0.500000
No,0.860911,0.480000,0.333333,0,0,2,0.600000
No,0.638353,0.150000,0.357143,0,0,3,0.250000
Yes,0.917871,0.666667,0.115385,0,0,0,1.000000
Yes,0.817853,0.363636,0.190476,0,0,3,0.625000
Yes,0.764641,0.400000,0.333333,0,0,1,0.500000
Yes,0.829013,0.235294,0.333333,0,0,2,0.600000
Yes,0.725903,0.379310,0.352941,1,1,4,0.333333
No,0.731910,0.400000,0.074074,0,0,6,0.500000
Yes,0.768511,0.470588,0.363636,0,0,4,0.333333
Yes,0.702012,0.117647,0.111111,0,0,1,0.750000
No,0.724207,0.375000,0.058824,0,0,3,0.400000
No,0.733957,0.291667,0.368421,0,0,1,0.000000
No,0.682296,0.290323,0.529412,0,0,2,0.500000
Yes,0.933301,0.529412,0.133333,0,0,0,1.000000
No,0.823119,0.277778,0.038462,0,0,8,0.272727
Yes,0.950193,0.733333,0.000000,0,0,1,0.500000
No,0.821166,0.250000,0.100000,0,0,10,0.411765
Yes,0.955752,0.714286,0.040000,0,0,1,0.000000
Yes,0.673616,0.235294,0.250000,0,0,0,1.000000
Yes,0.739598,0.324324,0.178571,0,0,4,0.428571
Yes,0.902741,0.655172,0.076923,0,0,1,0.800000
Yes,0.904218,0.633333,0.142857,0,0,5,0.375000
No,0.789803,0.130435,0.600000,0,0,4,0.000000
No,0.800160,0.387097,0.421053,0,0,9,0.100000
Yes,0.767996,0.409091,0.066667,0,0,4,0.333333
No,0.785184,0.350000,0.066667,1,1,2,0.333333
Yes,0.868736,0.451613,0.421053,0,0,4,0.333333
Yes,0.927290,0.629630,0.086957,0,0,1,0.750000
No,0.850691,0.421053,0.187500,1,1,2,0.600000
Yes,0.953554,0.689655,0.038462,0,0,2,0.666667
Yes,0.930317,0.692308,0.142857,0,0,0,1.000000
Yes,0.928376,0.714286,0.315789,0,0,0,1.000000
Yes,0.693060,0.208333,0.066667,0,0,6,0.142857
No,0.864488,0.571429,0.285714,0,0,0,1.000000
No,0.683151,0.181818,0.454545,0,0,5,0.000000
No,0.864696,0.409091,0.250000,0,0,2,0.600000
No,0.644011,0.208333,0.125000,0,0,4,0.428571
Yes,0.905354,0.551724,0.041667,0,0,0,1.000000
Yes,0.808791,0.250000,0.363636,0,0,0,1.000000
Yes,0.916613,0.560000,0.052632,0,0,0,1.000000
Yes,0.940901,0.608696,0.050000,0,0,3,0.000000
No,0.848162,0.500000,0.148148,0,0,2,0.000000
No,0.886537,0.520000,0.352941,0,0,0,1.000000
Yes,0.895565,0.666667,0.000000,0,0,1,0.666667
Yes,0.838332,0.478261,0.111111,0,0,0,1.000000
Yes,0.716828,0.400000,0.052632,0,0,3,0.500000
Yes,0.825653,0.280000,0.062500,0,0,0,1.000000
Yes,0.870299,0.464286,0.125000,0,0,2,0.666667
Yes,0.742637,0.363636,0.176471,1,1,1,0.500000
No,0.621150,0.250000,0.000000,0,0,0,1.000000
No,0.682140,0.240000,0.222222,1,1,1,0.857143
No,0.837492,0.416667,0.312500,0,0,2,0.714286
No,0.732573,0.361111,0.333333,0,0,1,0.857143
Yes,0.883461,0.666667,0.363636,0,0,4,0.200000
Yes,0.941422,0.772727,0.200000,0,0,0,1.000000
