quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,line,text
Yes,1.04,0.035714,0.96593259,0,0,0,1,0.90819587,1,0.5,0.981985925,0,1,0.995044756,0,1,0.925501728,0,1,0.995044756,0.90819587,1727,"But while Microsoft's share of the low-end server software market has increased since the EU's investigation started five years ago, the firm has denied anti-competitive practices are to blame. | Microsoft's share of the low-end server software market has increased since the probe started five years ago, but the firm denied anti-competitive practices were the reason for this."
Yes,1.090909,0.086957,0.966829526,0,0,0,1,0.92913565,0,1,0.868561072,0,1,0.996148971,0,1,0.991303628,0,1,0.996148971,0.868561072,1728,"No country seems likely to oppose proposals for a long-term European Council president, replacing the current rotating presidency, as well as an EU foreign minister. | No country now opposes plans for a long-term European Council president, replacing the current rotating presidency, as well as an EU foreign minister."
Yes,0.933333,0.176471,0.956737871,0,0,2,0.5,0.854967333,2,0.666666667,0.950939118,3,0.4,0.971215224,3,0.4,0.965153361,3,0.4,0.971215224,0.854967333,1729,Early voting will run weekdays from 8 a.m. to 5 p.m. through Sept. 9. | Early voting polls will be open from 7 a.m. to 7 p.m. Sept. 8 and Sept. 9.
Yes,1,0.066667,0.815934121,0,0,4,0.333333333,0.716999475,6,0.25,0.850616317,7,0.222222222,0.932361961,7,0.222222222,0.942338953,7,0.222222222,0.942338953,0.716999475,1730,"Third-quarter revenue declined to $36.9 billion from $39.3 billion, primarily reflecting lower vehicle sales. | Revenue fell to $36.9bn from $39.3bn a year ago, mainly due to lower vehicle sales."
Yes,0.9375,0.0625,0.884723377,0,0,1,0,0.729025274,1,0.5,0.698409454,1,0,0.889729371,1,0,0.820063588,1,0,0.889729371,0.698409454,1731,"Gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate PCs. | What's more, companies are not feeling confident enough to replace older PCs, the analyst firm said."
No,0.818182,0.173913,0.956037316,0,0,0,1,0.882315253,1,0.75,0.865121878,0,1,1,0,1,1,0,1,1,0.865121878,1732,"Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat. | Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat, and he immediately appealed the decision."
No,0.833333,0.210526,0.832510969,1,1,0,1,0.675869397,1,0.857142857,0.670717483,2,0.333333333,0.960163982,2,0.333333333,0.970668268,2,0.333333333,0.970668268,0.670717483,1733,"For proof, look no further than this week's Consumer Electronics Show (CES) in Las Vegas. | The company is expected to unveil the console on Thursday at the Consumer Electronics Show (CES) in Las Vegas."
Yes,0.888889,0.111111,0.942380851,0,0,0,1,0.890518566,1,0.833333333,0.983469336,3,0.5,0.973651195,3,0.5,0.978079025,3,0.5,0.983469336,0.890518566,1734,"Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, are among this year's nominees. | Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, were also among the fiction finalists announced Wednesday."
No,0.956522,0.04,0.901027136,1,1,1,0,0.741619066,3,0.625,0.977031831,3,0.25,0.938046045,3,0.25,0.83323643,3,0.25,0.977031831,0.741619066,1735,"U.S. troops encountered no resistance during the five-hour sweep near Tikrit, Saddam Hussein's hometown and the center of a region of Baath Party supporters. | Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials."
Yes,0.941176,0.058824,0.87519453,0,0,3,0.25,0.74730106,3,0.625,0.834000299,4,0.2,0.946191951,4,0.2,0.894980104,4,0.2,0.946191951,0.74730106,1736,"His 1996 Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach, Va., parking lot. | His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va."
No,1.363636,0.454545,0.765608777,0,0,4,0.2,0.674142628,6,0.25,0.864287326,4,0.2,0.991998022,4,0.2,0.95788358,4,0.2,0.991998022,0.674142628,1737,"It also named Robert Willumstad chief operating officer, also to take effect by Jan. 1, 2004. | Robert B. Willumstad, 57, Citigroup's president, was named chief operating officer."
No,0.75,0.25,0.950601249,1,1,1,0.5,0.826321783,1,0.666666667,0.948400757,3,0.25,0.944302791,3,0.25,0.915601839,3,0.25,0.950601249,0.826321783,1738,"The agency charged that one WD Energy worker discussed false reporting with traders at two other energy companies. | The agency found further that a WD Energy employee discussed false reporting with traders at two other energy companies, which the CFTC didn't identify."
No,0.916667,0.206897,0.96037605,0,0,0,1,0.836078285,2,0.5,0.965517522,1,0.666666667,0.986624422,1,0.666666667,0.990184282,1,0.666666667,0.990184282,0.836078285,1739,"These despicable acts were committed by killers whose only faith is hate, Bush said, adding that the United States will find the killers. | These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice."
Yes,0.842105,0.1,0.934074118,0,0,0,1,0.915736597,0,1,0.91221297,0,1,1,0,1,1,0,1,1,0.91221297,1740,"A second bomb, evidently carried by the other woman, did not explode; the authorities detonated the explosives later. | A second bomb, evidently carried by the other woman, did not explode; the authorities found explosives and detonated them afterward."
Yes,1,0,0.928303073,0,0,1,0,0.863042005,4,0.5,0.913042693,6,0,0.975221328,6,0,0.963277273,6,0,0.975221328,0.863042005,1741,"AN artist has infuriated New Yorkers by painting a sign reading ""CAUTION Low Flying Planes"" on a building near Ground Zero. | An artist painted a sign reading ``CAUTION Low Flying Planes'' on a building near ground zero, angering neighbors and stirring complaints."
Yes,1,0.133333,0.901745888,0,0,2,0,0.715093449,2,0.333333333,0.955422483,3,0,0.82045067,3,0,0.826631869,3,0,0.955422483,0.715093449,1742,"During the investigation, Bryant was cooperative with investigators and remains cooperative with authorities, the sheriff's office said. | Bryant was ""interviewed and was cooperative,"" said Kim Andree, a spokeswoman for the sheriff's office."
No,1.272727,0.363636,0.796924149,0,0,4,0,0.733211052,6,0,0.859228461,4,0,0.987636006,4,0,0.761766387,4,0,0.987636006,0.733211052,1743,"Seniors would then have to pay 50 percent of their drug costs up to $3,450. | Above that, Medicare would pay 90 percent of all drug costs."
No,0.789474,0.25,0.926093483,0,0,1,0.75,0.876509588,1,0.9,0.972370677,3,0.5,0.95579903,3,0.5,0.90245581,3,0.5,0.972370677,0.876509588,1744,"The National Association of Purchasing Management-Chicago's factory index increased to 58.9 from 55.9 in July. | The National Association of Purchasing Management-Chicago's monthly index rose to 58.9 from 55.9 in July, the highest in 15 months."
Yes,0.904762,0.083333,0.876244231,1,1,2,0.333333333,0.760513409,2,0.666666667,0.972504279,6,0.142857143,0.908446508,6,0.142857143,0.894397579,6,0.142857143,0.972504279,0.760513409,1745,"Adrian Lamo, 22, had told reporters he planned to surrender to the FBI in Sacramento Friday, but he then had second thoughts. | Lamo had told reporters he would surrender to the FBI on the federal courthouse steps in Sacramento on Friday, but he didn't show up."
Yes,0.941176,0.055556,0.911594274,0,0,2,0,0.790010644,3,0.25,0.958402536,4,0,0.954122211,4,0,0.810308545,4,0,0.958402536,0.790010644,1746,"Zulifquar Ali, a worshipper slightly wounded by shrapnel, said the assailants first targeted the mosque's security guards. | Witness Zulfiqar Ali, who was slightly wounded by shrapnel, said the attackers had focused on the mosque's guards."
Yes,1.05,0.130435,0.955005592,0,0,0,1,0.930070642,0,1,0.997840813,2,0.5,0.975233831,2,0.5,0.974161411,2,0.5,0.997840813,0.930070642,1747,"For the second year in a row, rises in hospital costs accounted for much of the inflation, accounting for 51 percent of the overall cost increase. | For the second year in a row, rises in hospital costs dominated the increase, accounting for 51 percent of the overall cost spiral."
Yes,1.136364,0.125,0.973133036,0,0,0,1,0.91485902,1,0,0.999747791,0,1,0.999668662,0,1,0.996660637,0,1,0.999747791,0.91485902,1748,"While many good people work in the telemarketing industry, Bush said in prepared remarks, ""the public is understandably losing patience with these unwanted phone calls, unwanted intrusions. | While he said ""many good people work in the telemarketing industry, the public is understandably losing patience with these unwanted phone calls, unwanted intrusions."
No,0.625,0.375,0.818546821,0,0,1,0,0.60274241,2,0,0.829755979,1,0,0.690840998,1,0,0.583429822,1,0,0.829755979,0.583429822,1749,Q: Can I buy coverage for prescription drugs right away? | Congress has added a new benefit - an option to buy insurance coverage for prescription drugs.
Yes,1.266667,0.25,0.856966964,0,0,2,0.333333333,0.739367595,5,0.166666667,0.862436755,3,0.25,0.896627641,3,0.25,0.910806817,3,0.25,0.910806817,0.739367595,1750,General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla. | Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla.
Yes,1.217391,0.217391,0.96185557,0,0,0,1,0.909859078,0,1,0.923776616,0,1,0.998034642,0,1,0.983652515,0,1,0.998034642,0.909859078,1751,"The technology-laced Nasdaq Composite Index .IXIC climbed 40.09 points, or 2.46 percent, to 1,666.58, based on the latest data, and marking its highest close since May 23, 2002. | The technology-laced Nasdaq Composite Index <.IXIC> was up 40.09 points, or 2.46 percent, at 1,666.58, marking its highest close since May 23, 2002."
Yes,0.909091,0.090909,0.652509062,0,0,1,0,0.604954658,1,0.5,0.851782999,2,0,0.675035014,2,0,0.647752223,2,0,0.851782999,0.604954658,1752,"Quattrone's action, prosecutors argue, amounted to criminal obstruction of justice. | Quattrone, 47, is charged with obstruction of justice and witness tampering."
Yes,0.727273,0.304348,0.949483676,0,0,2,0.333333333,0.909490243,7,0.363636364,0.879753527,2,0.333333333,0.955992227,2,0.333333333,0.918472901,2,0.333333333,0.955992227,0.879753527,1753,SEA 05D is the Naval Sea Systems Command’s technical authority for surface ship design and engineering. | The Future Concepts and Surface Ship Design Group is the Naval Sea Systems Command’s technical authority for all surface ship design and engineering.
No,1.047619,0.045455,0.834258673,0,0,4,0,0.612217219,8,0.111111111,0.817104206,5,0,0.819707275,5,0,0.858103366,5,0,0.858103366,0.612217219,1754,Results from No. 2 U.S. soft drink maker PepsiCo Inc. (nyse: PEP - news - people) were likely to be in the spotlight. | Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.
Yes,1.173913,0.173913,0.832650638,0,0,2,0.5,0.708216024,6,0.4,0.829016262,6,0.333333333,0.957214025,6,0.333333333,0.958132831,6,0.333333333,0.958132831,0.708216024,1755,"About $250,000 worth of her jewelry was discovered last week at Kennedy International Airport, where it had up and disappeared before a flight to the BET Awards. | An estimated $250,000 worth of jewelry belonging to the hip-hop performer was recovered Friday at Kennedy Airport, where it had disappeared June 20."
Yes,1.571429,0.533333,0.878268964,0,0,0,1,0.896629153,0,1,0.99391318,1,0.666666667,0.956966382,1,0.666666667,0.958497297,1,0.666666667,0.99391318,0.878268964,1756,"The airline also said it has the option to buy 380 more airplanes, orders that would be split evenly between the two manufacturers. | The airline has the option to buy 380 more, split evenly between the two manufacturers."
Yes,1.133333,0.133333,0.941451156,0,0,1,0.666666667,0.883829757,1,0.666666667,0.939123621,3,0.4,0.933929083,3,0.4,0.914364046,3,0.4,0.941451156,0.883829757,1757,"The diocese reached a settlement in 2001 involving five priests and 26 plaintiffs for an undisclosed sum. | In 2001, the diocese reached a $15 million settlement involving five priests and 26 plaintiffs."
Yes,1,0,0.96212966,0,0,1,0,0.900261778,4,0.333333333,0.989905338,2,0.6,0.968703383,2,0.6,0.978491695,2,0.6,0.989905338,0.900261778,1758,"The U.S. government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites Sunday in a loosely co-ordinated ""contest"" that could disrupt Internet traffic. | THE US government and private technology experts have warned that hackers plan to attack thousands of websites on Sunday in a loosely co-ordinated ""contest"" that could disrupt Internet traffic."
Yes,1.25,0.272727,0.94902651,0,0,0,1,0.858284173,1,0.666666667,0.975367738,0,1,0.95394289,0,1,0.987589278,0,1,0.987589278,0.858284173,1759,"But Mr Kenny said his advice to Mr Hicks - if they are ever allowed to meet or speak - may well be that he accept a deal. | But Mr Kenny said his advice to David Hicks, should they be allowed to meet, might be that he accept a deal."
Yes,1.157895,0.315789,0.967482864,0,0,0,1,0.939677103,0,1,0.968806603,0,1,0.999877509,0,1,0.986616292,0,1,0.999877509,0.939677103,1760,"Mr Kenny and the Hicks family's American lawyer, Michael Ratner, are trying to get access to Mr Hicks before he faces a planned military tribunal. | Mr Kenny and the family's American lawyer, Michael Ratner, want access to Hicks before he faces a military tribunal."
Yes,1.25,0.235294,0.823522197,0,0,0,1,0.734232815,0,1,0.73928792,1,0.666666667,0.887654018,1,0.666666667,0.940423215,1,0.666666667,0.940423215,0.734232815,1761,"The two forms account for about 30 percent of the approximately 7 million immigration benefits applications received annually, immigration officials said. | The two forms constitute 30 percent of the 7 million applications filed to the bureau each year."
No,1.111111,0.111111,0.935319503,0,0,2,0,0.754110436,2,0.333333333,0.869520964,5,0,0.809880192,5,0,0.899715363,5,0,0.935319503,0.754110436,1762,The unions also staged a five-day strike in March that forced all but one of Yale's dining halls to close. | The unions also staged a five-day strike in March; strikes have preceded eight of the last 10 contracts.
No,1.071429,0.071429,0.909874605,0,0,2,0,0.70649606,9,0,0.664531799,2,0,0.953742785,2,0,0.956091911,2,0,0.956091911,0.664531799,1763,FBI spokesman Steve Lazarus did not immediately return a phone call for comment on Friday. | Adaptable and Carter's Trading Co. did not immediately return calls seeking comment on Wednesday.
Yes,1,0,0.945856579,0,0,2,0.6,0.917013478,2,0.666666667,0.908217082,2,0.666666667,0.998245819,2,0.666666667,0.998053484,2,0.666666667,0.998245819,0.908217082,1764,"Wyles previous feature credits include White Oleander, Enough and Donnie Darko. | Wyle's feature credits also include ""White Oleander,"" ""Enough"" and ""Donnie Darko."""
Yes,1.047619,0,0.956938857,0,0,1,0,0.8817014,1,0.5,0.999863479,1,0,0.942424263,1,0,0.924034605,1,0,0.999863479,0.8817014,1765,Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account. | The Treasury said wants to give retail buyers of all Treasury securities the ability eventually to manage holdings online in a single account.
Yes,0.882353,0.117647,0.88369317,0,0,0,1,0.688663339,1,0.75,0.885855323,2,0,0.944974096,2,0,0.9292556,2,0,0.944974096,0.688663339,1766,"White House officials say Iran has one last chance to comply with IAEA inspection demands. | A White House spokesman added that Iran had ""one last chance"" to comply with its disarmament obligations."
Yes,0.96,0.034483,0.988596589,0,0,0,1,0.900352643,0,1,0.963496916,1,0.75,0.989195717,1,0.75,0.975608845,1,0.75,0.989195717,0.900352643,1767,"After he was led into the execution chamber and strapped to a gurney, Swisher raised his head and appeared to smile as his spiritual adviser spoke to him. | After he was led into the execution chamber and strapped to a gurney, Swisher raised his head and appeared to smile as the prison chaplain spoke in his ear."
Yes,1,0,0.974645547,0,0,0,1,0.891016578,0,1,0.872546181,0,1,0.998561915,0,1,0.974565366,0,1,0.998561915,0.872546181,1768,"Parrado remained on a Coast Guard cutter Wednesday as immigration officials attempt to determine his status, the Coast Guard said. | Parrado remained on a Coast Guard cutter Wednesday as officials determined his status and immediate future, the Coast Guard said."
Yes,0.736842,0.333333,0.955513358,0,0,0,1,0.858723975,0,1,0.804032199,1,0.666666667,0.95678532,1,0.666666667,0.956051305,1,0.666666667,0.95678532,0.804032199,1769,"A month ago, the Commerce Department said GDP grew at a 7.2 percent rate. | A month ago, the Commerce Department estimated that GDP had a grown at a 7.2 percent rate in the third quarter."
Yes,1.1,0.090909,0.854938755,0,0,3,0.4,0.814691982,5,0.285714286,0.915758778,3,0.4,0.844841043,3,0.4,0.867088398,3,0.4,0.915758778,0.814691982,1770,"Roxio, which is based in Santa Clara, Calif., would get access to the music libraries of the major labels and the Pressplay distribution system. | Roxio, would get access to more than 300,000 tracks from the music libraries of the major labels, and the Pressplay distribution system."
No,1,0.1,0.891537608,0,0,11,0.083333333,0.829932902,11,0.352941176,0.835007234,11,0.083333333,0.979025849,11,0.083333333,0.914512357,11,0.083333333,0.979025849,0.829932902,1771,"Boeing shares fell nearly 4 percent to $27.54 in afternoon New York Stock Exchange trade, while Lockheed slipped 1.6 percent to $49.42. | Boeing shares fell 95 cents, or 3.3 percent, to $27.67 at 3:30 p.m. in New York Stock Exchange composite trading."
No,0.882353,0.117647,0.84359543,0,0,11,0.083333333,0.727514307,17,0.105263158,0.88755235,12,0.076923077,0.978758823,12,0.076923077,0.983048868,12,0.076923077,0.983048868,0.727514307,1772,"The technology-laced Nasdaq Composite Index <.IXIC> was up 7.42 points, or 0.45 percent, at 1,653.44. | The broader Standard & Poor's 500 Index .SPX was 0.46 points lower, or 0.05 percent, at 997.02."
No,0.8,0.214286,0.955281066,0,0,0,1,0.874573972,0,1,0.951309141,1,0.857142857,0.988110784,1,0.857142857,0.971550515,1,0.857142857,0.988110784,0.874573972,1773,"Jakarta has boosted the number of troops and police in the resource-rich province in recent weeks from 38,000 to more than 45,000. | While the shape of any military operation is unclear, Jakarta has boosted the number of troops and police in the resource-rich province to more than 45,000 from 38,000."
Yes,1.357143,0.266667,0.890627736,0,0,0,1,0.794722904,0,1,0.97492962,0,1,0.930497449,0,1,0.971645319,0,1,0.97492962,0.794722904,1774,"Five alternate jurors were also chosen, with a final one set to be selected Friday morning from the panel. | Five alternate jurors also were selected, with a sixth alternate to be picked on Friday."
Yes,0.851852,0.142857,0.936007935,0,0,0,1,0.905668445,0,1,0.998693622,2,0.333333333,0.956640375,2,0.333333333,0.904568352,2,0.333333333,0.998693622,0.904568352,1775,"In interviews with engineers, most of whom have not spoken publicly until now, the lines of discord between NASA's engineers and managers are evident. | In interviews with numerous engineers, most of whom have not spoken publicly until now, the lines of discord between NASA's engineers and managers stand out in stark relief."
Yes,0.888889,0.037037,0.895653735,0,0,0,1,0.739505011,3,0.625,0.834653479,2,0.333333333,0.973438971,2,0.333333333,0.892816329,2,0.333333333,0.973438971,0.739505011,1776,A suburban Chicago man was arrested Wednesday on charges of secretly gathering information on Iraqi opposition figures as an unregistered agent of Saddam Hussein's intelligence service. | The FBI arrested a suburban Chicago man Wednesday and charged him with secretly collecting information on individuals in the United States who opposed Saddam Hussein's Iraqi government.
Yes,0.857143,0.136364,0.965585467,0,0,0,1,0.944573545,0,1,0.999995249,0,1,0.908958657,0,1,0.999430217,0,1,0.999995249,0.908958657,1777,"Another million barrels, bought by Spanish refiner Cepsa SA, was to be loaded onto a Spanish tanker, Sandra Tapias. | A Spanish tanker, Sandra Tapias, was to be loaded with another million barrels, bought by Spanish refiner Cepsa SA, in the afternoon."
No,0.75,0.307692,0.930298929,0,0,0,1,0.841253406,3,0.7,0.983066232,3,0.4,0.914802424,3,0.4,0.913437326,3,0.4,0.983066232,0.841253406,1778,"The contractors convicted last month, Brian Rose, 36, and Joseph Quattrone, 35, are to be sentenced in January. | Contractors Brian Rose, 36, and Joseph Quattrone, 35, who were convicted of submitting hundreds of phony invoices to Blue Cross, are to be sentenced in January."
Yes,0.777778,0.263158,0.890655256,0,0,0,1,0.793972476,2,0.333333333,0.927133625,1,0,0.914149322,1,0,0.921558689,1,0,0.927133625,0.793972476,1779,"The board did so and accepted that resignation, said McCall, who chaired the meeting. | The board did so, and accepted that resignation, said the chairman of the exchange's compensation committee, H. Carl McCall."
Yes,0.791667,0.208333,0.873233295,0,0,2,0.333333333,0.852335016,3,0.625,0.990833591,2,0.5,0.962222617,2,0.5,0.957704809,2,0.5,0.990833591,0.852335016,1780,"He died doing something he loved, William Dusenbery, Sr., who lives in Fairview Heights, just outside St. Louis, Mo. | He died doing something he loved, which was flying his helicopters, said the father, who lives in Fairview Heights, just outside St. Louis, Mo."
Yes,0.913043,0.086957,0.980344206,0,0,0,1,0.958133239,3,0.727272727,0.999646747,0,1,1,0,1,1,0,1,1,0.958133239,1781,"The answer is clearly yes,"" said Dr. Larry Norton, deputy physician-in- chief for breast cancer programs at Memorial Sloan-Kettering Cancer Center. | The answer is clearly yes,"" said Dr. Larry Norton, deputy physician-in-chief for breast-cancer programs at Memorial Sloan-Kettering Cancer Center in New York City."
Yes,0.736842,0.3,0.886681318,0,0,0,1,0.878545364,2,0.714285714,0.85695838,0,1,0.99963687,0,1,0.995619204,0,1,0.99963687,0.85695838,1782,"Quattrone, 47, was highly influential at Credit Suisse First Boston during the tech bubble. | Quattrone, 47, was highly influential working in the Palo Alto office of Credit Suisse First Boston during the tech bubble."
Yes,1,0.041667,0.961747958,0,0,1,0.5,0.949925357,1,0.8,0.996377463,2,0.6,0.966400977,2,0.6,0.966970049,2,0.6,0.996377463,0.949925357,1783,"Dr Mark McClean, Jonathan's family doctor, said if the drug had been administered earlier Jonathan would have retained more of his brain functions. | Dr Mark McClean, the family's GP, said had the drug been administered to Jonathan earlier, he would have retained more of his brain function."
Yes,0.875,0.12,0.885437743,0,0,2,0.5,0.833175947,3,0.5,0.997733906,3,0.5,0.97433605,3,0.5,0.979196738,3,0.5,0.997733906,0.833175947,1784,"This change in attitude gave upscale purveyors including Neiman Marcus, the parent of Bergdorf Goodman; and Nordstrom strong sales gains in May. | This change in attitude gave upscale purveyors including Neiman Marcus Group Inc. and Nordstrom Inc., along with some boutique retailers, strong sales gains in May."
Yes,1.045455,0.045455,0.909839803,0,0,3,0.25,0.886858325,5,0.375,0.997735953,4,0.428571429,0.976500729,4,0.428571429,0.987662932,4,0.428571429,0.997735953,0.886858325,1785,"President Vlad imir Putin threw his weight behind Russia’s main pro-Kremlin political party for the first time last week, ahead of parliamentary elections. | President Vladimir Putin threw his weight for the first time on Saturday behind Russia's main pro-Kremlin political party ahead of parliamentary elections."
Yes,1.142857,0.08,0.92580522,0,0,1,0.5,0.887446051,2,0.75,0.986817242,1,0.5,0.9783727,1,0.5,0.960339698,1,0.5,0.986817242,0.887446051,1786,"Officials in Malawi said the five suspects had been on the CIA's ""watch list"" since the twin 1998 truck bombings of U.S. embassies in Kenya and Tanzania. | Officials in Malawi said the men were on the CIA's ''watch list'' since the twin 1998 bombings at the US embassies in Kenya and Tanzania."
Yes,0.866667,0.133333,0.904320729,0,0,0,1,0.855975824,0,1,0.821249145,1,0.666666667,0.977154338,1,0.666666667,0.983102897,1,0.666666667,0.983102897,0.821249145,1787,"Passengers would be given a refund and voucher for another trip, she said. | Passengers on that cruise are to be given a refund and voucher for another trip."
No,1.5,0.5625,0.928685834,0,0,1,0,0.856308505,1,0.75,0.991317442,4,0,0.864045637,4,0,0.833102078,4,0,0.991317442,0.833102078,1788,"A monthlong grace period in New York City ended May 1, and now bars and restaurants that allow people to puff can face hefty fines. | In New York City, bars and restaurants that allow people to smoke can face hefty fines."
No,1,0.066667,0.768077315,0,0,0,1,0.745794114,0,1,0.727551518,2,0.333333333,0.916879197,2,0.333333333,0.914231399,2,0.333333333,0.916879197,0.727551518,1789,"First, it's found in most versions of Windows, including the new Windows Server 2003. | It is the first ""critical"" flaw discovered and fixed in the new Windows Server 2003."
Yes,1.333333,0.416667,0.940723505,0,0,0,1,0.841974869,0,1,0.736820729,0,1,0.983000175,0,1,0.947677451,0,1,0.983000175,0.736820729,1790,"No Americans were reported among the casualties, according to Capt. Michael Calvert, a spokesman for the regiment. | None of the casualties was Americans, said Capt. Michael Calvert, regiment spokesman."
Yes,1,0,0.937579816,0,0,0,1,0.864429499,2,0.333333333,0.939546604,2,0,0.878809029,2,0,0.86573564,2,0,0.939546604,0.864429499,1791,"Suspected rebels also blew up an oil pipeline in north-east Colombia. | Also Sunday, suspected rebels dynamited an oil pipeline in northeast Colombia."
Yes,0.809524,0.190476,0.866007114,0,0,2,0,0.81285005,2,0,0.991989688,4,0.2,0.964146378,4,0.2,0.964031243,4,0.2,0.991989688,0.81285005,1792,"The capsule landed on its side and drifted about 12 metres, probably dragged by the main parachute. | The capsule ended up on its side and appeared to have been dragged about 40ft by the main parachute after landing."
No,0.714286,0.318182,0.881372412,0,0,1,0.8,0.849040409,1,0.8,0.949665911,2,0.666666667,0.940742272,2,0.666666667,0.919146311,2,0.666666667,0.949665911,0.849040409,1793,"The chain operates more than 3,400 stores, and has annual revenue of about $15.8 billion. | The chain, which has been under new management since late 1999, has more than 3,400 stores and $15.8 billion in annual revenue."
Yes,0.96,0.071429,0.978640044,0,0,0,1,0.953685808,3,0.666666667,0.977085023,0,1,0.997146422,0,1,0.905146837,0,1,0.997146422,0.905146837,1794,"Frank Partnoy, a securities law professor at the University of San Diego, said the case suggested that Merrill's oversight and control of its executives were inadequate. | Frank Partnoy, a securities-law professor at the University of San Diego School of Law, said the case suggests Merrill Lynch's oversight and control of its executives was inadequate."
No,1.428571,0.5,0.891435997,0,0,0,1,0.834045584,1,0.5,0.766826525,0,1,0.998259328,0,1,0.990157031,0,1,0.998259328,0.766826525,1795,"All patients developed some or all of the symptoms of E. coli food poisoning: bloody diarrhea, vomiting, abdominal cramping and nausea. | Symptoms of the E. coli infection include bloody diarrhea, nausea, vomiting and abdominal cramping."
No,1.071429,0.214286,0.850868862,0,0,0,1,0.735136174,2,0,0.693896977,0,1,0.970078477,0,1,0.957013959,0,1,0.970078477,0.693896977,1796,The parents want her kept alive; her husband says she never wanted to be kept alive artificially. | Michael Schiavo has argued that his wife never wanted to be kept alive artificially.
Yes,1.130435,0.173913,0.950486717,0,0,0,1,0.893781329,0,1,0.906618812,2,0.714285714,0.994035702,2,0.714285714,0.945053617,2,0.714285714,0.994035702,0.893781329,1797,Federal regulators have turned from sour to sweet on a proposed $2.8 billion merger of ice cream giants Nestle Holdings Inc. and Dreyer's Grand Ice Cream Inc. | Federal regulators have changed their minds on a proposed $2.8 billion merger of ice cream giants Nestle Holdings and Dreyer's Grand Ice Cream.
Yes,0.8125,0.176471,0.966065197,0,0,0,1,0.86858066,0,1,0.830703637,0,1,0.99560368,0,1,0.943145905,0,1,0.99560368,0.830703637,1798,"While robbery appeared to be the motive, the suspects drove off before taking anything. | While robbery appeared to be the motive, the suspects fled before they could take anything, he said."
No,0.722222,0.277778,0.81969027,0,0,0,1,0.754599521,0,1,0.802706254,1,0.75,0.994857129,1,0.75,0.990174639,1,0.75,0.994857129,0.754599521,1799,"However, Hayes, the CDC official, said there are many complicated interactions in play. | But Hayes, of the CDC said, ""Many complicated interactions come into play that are often difficult to predict."""
No,1.055556,0.052632,0.900058595,0,0,1,0,0.762190431,2,0.714285714,0.818642917,2,0,0.774045513,2,0,0.85592121,2,0,0.900058595,0.762190431,1800,"Microsoft, which acquired Virtual PC from Connectix in February, said a fix for the problem is not around the corner. | Virtual PC, which Microsoft acquired from Connectix Corp. in February, will not run on the G5, the company said."
Yes,1.384615,0.357143,0.910168543,0,0,1,0,0.877455282,3,0.25,0.730537596,2,0.333333333,0.968436616,2,0.333333333,0.966970966,2,0.333333333,0.968436616,0.730537596,1801,Environmental campaigners are using this weekend’s lunar eclipse to highlight the huge increase in light pollution across the UK. | Environmental campaigners used the eclipse to highlight the surge in light pollution across Britain.
Yes,0.857143,0.133333,0.888818365,0,0,1,0,0.752085587,2,0.333333333,0.944102225,1,0,0.9176935,1,0,0.905459803,1,0,0.944102225,0.752085587,1802,"Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical."" | GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical."
No,0.777778,0.222222,0.769643289,1,1,1,0,0.666873101,2,0.333333333,0.834314115,1,0,0.737581276,1,0,0.771079106,1,0,0.834314115,0.666873101,1803,ISC and NASCAR officials declined to comment. | NASCAR officials could not be reached for comment Tuesday.
Yes,1.166667,0.166667,0.917224889,0,0,1,0.5,0.784778888,2,0.5,0.878694311,1,0.5,0.964869873,1,0.5,0.88390567,1,0.5,0.964869873,0.784778888,1804,A tradition of Labor Day racing was established long ago in the Inland Empire. | There is a tradition of Labor Day racing in the Inland Valley.
