quality,unique_words,length_ratio,sim_0,negation_0,neg_parity_0,unusuals_0,unusual_ratio_0,max_sim,min_sim
Yes,0.818182,0.181818,0.9995262378605413,0,0,2,0.5,0.9995262378605413,0.9995262378605413
Yes,1.047619,0.045455,0.994728424471001,0,0,2,0.3333333333333333,0.994728424471001,0.994728424471001
Yes,0.958333,0.040000,0.9947226658428923,0,0,1,0.5,0.9947226658428923,0.9947226658428923
Yes,0.869565,0.160000,0.9352126403509335,0,0,0,1.0,0.9352126403509335,0.9352126403509335
Yes,0.850000,0.095238,0.936192953040855,0,0,2,0.6,0.936192953040855,0.936192953040855
Yes,1.454545,0.454545,0.9412104601976736,0,0,2,0.7142857142857143,0.9412104601976736,0.9412104601976736
No,0.846154,0.214286,0.9308471417457714,0,0,10,0.2857142857142857,0.9308471417457714,0.9308471417457714
Yes,1.250000,0.312500,0.9510528451177954,0,0,3,0.25,0.9510528451177954,0.9510528451177954
Yes,0.913043,0.086957,0.9656249606379624,0,0,5,0.0,0.9656249606379624,0.9656249606379624
Yes,0.800000,0.200000,0.9263633482845747,0,0,2,0.6666666666666666,0.9263633482845747,0.9263633482845747
No,0.954545,0.043478,0.838516296008018,0,0,5,0.5,0.838516296008018,0.838516296008018
Yes,1.350000,0.333333,0.9025354434826695,0,0,2,0.0,0.9025354434826695,0.9025354434826695
Yes,1.312500,0.375000,0.9848233390278059,1,1,0,1.0,0.9848233390278059,0.9848233390278059
Yes,1.176471,0.111111,0.977560839342422,0,0,1,0.5,0.977560839342422,0.977560839342422
Yes,0.833333,0.115385,0.9742077600341514,0,0,1,0.5,0.9742077600341514,0.9742077600341514
Yes,1.090909,0.086957,0.9483327499390696,0,0,0,1.0,0.9483327499390696,0.9483327499390696
No,1.000000,0.000000,0.9076021596157027,0,0,1,0.0,0.9076021596157027,0.9076021596157027
Yes,1.043478,0.043478,0.9784214312930974,0,0,2,0.0,0.9784214312930974,0.9784214312930974
No,0.789474,0.238095,0.9647690896553265,1,1,1,0.75,0.9647690896553265,0.9647690896553265
Yes,1.400000,0.375000,0.9334464264036235,0,0,3,0.0,0.9334464264036235,0.9334464264036235
Yes,0.863636,0.086957,0.843548856003347,0,0,3,0.4,0.843548856003347,0.843548856003347
Yes,0.687500,0.312500,0.8887139313678862,0,0,0,1.0,0.8887139313678862,0.8887139313678862
Yes,0.760000,0.230769,0.9296330300322345,0,0,2,0.6666666666666666,0.9296330300322345,0.9296330300322345
Yes,0.826087,0.208333,0.9729685470779315,0,0,1,0.75,0.9729685470779315,0.9729685470779315
Yes,1.466667,0.437500,0.7652979806955683,0,0,1,0.0,0.7652979806955683,0.7652979806955683
No,0.705882,0.368421,0.8808794816068909,0,0,6,0.4,0.8808794816068909,0.8808794816068909
Yes,1.040000,0.035714,0.9470609436237197,0,0,0,1.0,0.9470609436237197,0.9470609436237197
Yes,1.090909,0.086957,0.9241206657550631,0,0,0,1.0,0.9241206657550631,0.9241206657550631
Yes,0.933333,0.176471,0.9842795323131251,0,0,3,0.4,0.9842795323131251,0.9842795323131251
Yes,1.000000,0.066667,0.9689658817101146,0,0,7,0.2222222222222222,0.9689658817101146,0.9689658817101146
Yes,0.937500,0.062500,0.8355834117975617,0,0,1,0.0,0.8355834117975617,0.8355834117975617
No,0.818182,0.173913,0.9938188855056658,0,0,0,1.0,0.9938188855056658,0.9938188855056658
No,0.833333,0.210526,0.7355593774666608,1,1,2,0.3333333333333333,0.7355593774666608,0.7355593774666608
Yes,0.888889,0.111111,0.9918517987293659,0,0,3,0.5,0.9918517987293659,0.9918517987293659
No,0.956522,0.040000,0.9470787665053748,1,1,3,0.25,0.9470787665053748,0.9470787665053748
Yes,0.941176,0.058824,0.7418306803704441,0,0,4,0.2,0.7418306803704441,0.7418306803704441
No,1.363636,0.454545,0.9758304012789544,0,0,4,0.2,0.9758304012789544,0.9758304012789544
No,0.750000,0.250000,0.9142240699914223,1,1,3,0.25,0.9142240699914223,0.9142240699914223
No,0.916667,0.206897,0.9929778802893504,0,0,1,0.6666666666666666,0.9929778802893504,0.9929778802893504
Yes,0.842105,0.100000,0.9581613345964901,0,0,0,1.0,0.9581613345964901,0.9581613345964901
Yes,1.000000,0.000000,0.993188224182834,0,0,6,0.0,0.993188224182834,0.993188224182834
Yes,1.000000,0.133333,0.9341970784623629,0,0,3,0.0,0.9341970784623629,0.9341970784623629
No,1.272727,0.363636,0.8423550152634116,0,0,4,0.0,0.8423550152634116,0.8423550152634116
No,0.789474,0.250000,0.907116126325028,0,0,3,0.5,0.907116126325028,0.907116126325028
Yes,0.904762,0.083333,0.8946082488047212,1,1,6,0.14285714285714285,0.8946082488047212,0.8946082488047212
Yes,0.941176,0.055556,0.9637411012888086,0,0,4,0.0,0.9637411012888086,0.9637411012888086
Yes,1.050000,0.130435,0.9957856625821249,0,0,2,0.5,0.9957856625821249,0.9957856625821249
Yes,1.136364,0.125000,0.981086791702193,0,0,0,1.0,0.981086791702193,0.981086791702193
No,0.625000,0.375000,0.8170106983526485,0,0,1,0.0,0.8170106983526485,0.8170106983526485
Yes,1.266667,0.250000,0.9274713178407651,0,0,3,0.25,0.9274713178407651,0.9274713178407651
Yes,1.217391,0.217391,0.8993569959376184,0,0,0,1.0,0.8993569959376184,0.8993569959376184
Yes,0.909091,0.090909,0.6986913893397988,0,0,2,0.0,0.6986913893397988,0.6986913893397988
Yes,0.727273,0.304348,0.8926757347512336,0,0,2,0.3333333333333333,0.8926757347512336,0.8926757347512336
No,1.047619,0.045455,0.7773104407776124,0,0,5,0.0,0.7773104407776124,0.7773104407776124
Yes,1.173913,0.173913,0.8690213778121734,0,0,6,0.3333333333333333,0.8690213778121734,0.8690213778121734
Yes,1.571429,0.533333,0.927658900860964,0,0,1,0.6666666666666666,0.927658900860964,0.927658900860964
Yes,1.133333,0.133333,0.986253277374718,0,0,3,0.4,0.986253277374718,0.986253277374718
Yes,1.000000,0.000000,0.9469721042594669,0,0,2,0.6,0.9469721042594669,0.9469721042594669
Yes,1.250000,0.272727,0.9671481085735778,0,0,0,1.0,0.9671481085735778,0.9671481085735778
Yes,1.157895,0.315789,0.9808998445195191,0,0,0,1.0,0.9808998445195191,0.9808998445195191
Yes,1.250000,0.235294,0.8425768573108151,0,0,1,0.6666666666666666,0.8425768573108151,0.8425768573108151
No,1.111111,0.111111,0.8657584060272973,0,0,5,0.0,0.8657584060272973,0.8657584060272973
No,1.071429,0.071429,0.846749885204484,0,0,2,0.0,0.846749885204484,0.846749885204484
Yes,1.000000,0.000000,0.9986804971595424,0,0,2,0.6666666666666666,0.9986804971595424,0.9986804971595424
Yes,1.047619,0.000000,0.9924439988098838,0,0,1,0.0,0.9924439988098838,0.9924439988098838
Yes,0.882353,0.117647,0.8549757943358456,0,0,2,0.0,0.8549757943358456,0.8549757943358456
Yes,0.960000,0.034483,0.9425858638463875,0,0,1,0.75,0.9425858638463875,0.9425858638463875
Yes,1.000000,0.000000,0.9689724670027473,0,0,0,1.0,0.9689724670027473,0.9689724670027473
Yes,0.736842,0.333333,0.957823577614634,0,0,1,0.6666666666666666,0.957823577614634,0.957823577614634
Yes,1.100000,0.090909,0.9631720936790437,0,0,3,0.4,0.9631720936790437,0.9631720936790437
No,1.000000,0.100000,0.9110907730123663,0,0,11,0.08333333333333333,0.9110907730123663,0.9110907730123663
No,0.882353,0.117647,0.7715375821393805,0,0,12,0.07692307692307693,0.7715375821393805,0.7715375821393805
No,0.800000,0.214286,0.9590245963782728,0,0,1,0.8571428571428571,0.9590245963782728,0.9590245963782728
Yes,1.357143,0.266667,0.9693305680395776,0,0,0,1.0,0.9693305680395776,0.9693305680395776
Yes,0.851852,0.142857,0.9794190166543697,0,0,2,0.3333333333333333,0.9794190166543697,0.9794190166543697
Yes,0.888889,0.037037,0.8700922351834313,0,0,2,0.3333333333333333,0.8700922351834313,0.8700922351834313
Yes,0.857143,0.136364,0.9997522428988415,0,0,0,1.0,0.9997522428988415,0.9997522428988415
No,0.750000,0.307692,0.9613059496651252,0,0,3,0.4,0.9613059496651252,0.9613059496651252
Yes,0.777778,0.263158,0.975258740212202,0,0,1,0.0,0.975258740212202,0.975258740212202
Yes,0.791667,0.208333,0.9758124824573726,0,0,2,0.5,0.9758124824573726,0.9758124824573726
Yes,0.913043,0.086957,0.9768278428982239,0,0,0,1.0,0.9768278428982239,0.9768278428982239
Yes,0.736842,0.300000,0.982217714534417,0,0,0,1.0,0.982217714534417,0.982217714534417
Yes,1.000000,0.041667,0.9672682631685303,0,0,2,0.6,0.9672682631685303,0.9672682631685303
Yes,0.875000,0.120000,0.9770150007525631,0,0,3,0.5,0.9770150007525631,0.9770150007525631
Yes,1.045455,0.045455,0.9734593326677063,0,0,4,0.42857142857142855,0.9734593326677063,0.9734593326677063
Yes,1.142857,0.080000,0.9228228781546746,0,0,1,0.5,0.9228228781546746,0.9228228781546746
Yes,0.866667,0.133333,0.937779730225087,0,0,1,0.6666666666666666,0.937779730225087,0.937779730225087
No,1.500000,0.562500,0.9601811224468961,0,0,4,0.0,0.9601811224468961,0.9601811224468961
No,1.000000,0.066667,0.9134338590204684,0,0,2,0.3333333333333333,0.9134338590204684,0.9134338590204684
Yes,1.333333,0.416667,0.8717999765824945,0,0,0,1.0,0.8717999765824945,0.8717999765824945
Yes,1.000000,0.000000,0.8661533547836354,0,0,2,0.0,0.8661533547836354,0.8661533547836354
Yes,0.809524,0.190476,0.9623855637683505,0,0,4,0.2,0.9623855637683505,0.9623855637683505
No,0.714286,0.318182,0.9241461880806843,0,0,2,0.6666666666666666,0.9241461880806843,0.9241461880806843
Yes,0.960000,0.071429,0.9807409014229365,0,0,0,1.0,0.9807409014229365,0.9807409014229365
No,1.428571,0.500000,0.8754413666768585,0,0,0,1.0,0.8754413666768585,0.8754413666768585
No,1.071429,0.214286,0.8069947002852297,0,0,0,1.0,0.8069947002852297,0.8069947002852297
Yes,1.130435,0.173913,0.973217083853342,0,0,2,0.7142857142857143,0.973217083853342,0.973217083853342
Yes,0.812500,0.176471,0.797474777446999,0,0,0,1.0,0.797474777446999,0.797474777446999
No,0.722222,0.277778,0.8664788883157334,0,0,1,0.75,0.8664788883157334,0.8664788883157334
No,1.055556,0.052632,0.9197210192388008,0,0,2,0.0,0.9197210192388008,0.9197210192388008
Yes,1.384615,0.357143,0.9288978914897599,0,0,2,0.3333333333333333,0.9288978914897599,0.9288978914897599
Yes,0.857143,0.133333,0.9404128154703296,0,0,1,0.0,0.9404128154703296,0.9404128154703296
No,0.777778,0.222222,0.9480708431228996,1,1,1,0.0,0.9480708431228996,0.9480708431228996
Yes,1.166667,0.166667,0.8362234264483294,0,0,1,0.5,0.8362234264483294,0.8362234264483294
No,0.789474,0.157895,0.853684377909166,0,0,2,0.6666666666666666,0.853684377909166,0.853684377909166
No,0.764706,0.235294,0.8974233853217977,0,0,7,0.125,0.8974233853217977,0.8974233853217977
No,1.117647,0.111111,0.8674888024265838,0,0,0,1.0,0.8674888024265838,0.8674888024265838
Yes,1.000000,0.000000,0.9154018863424577,0,0,5,0.2857142857142857,0.9154018863424577,0.9154018863424577
Yes,1.045455,0.043478,0.9391909860658497,0,0,0,1.0,0.9391909860658497,0.9391909860658497
No,1.125000,0.187500,0.8762738200343785,0,0,13,0.07142857142857142,0.8762738200343785,0.8762738200343785
Yes,1.000000,0.000000,0.924479088785053,0,0,7,0.4166666666666667,0.924479088785053,0.924479088785053
Yes,0.705882,0.277778,0.9041084006723574,0,0,1,0.6666666666666666,0.9041084006723574,0.9041084006723574
No,1.142857,0.214286,0.6318418102404318,0,0,2,0.0,0.6318418102404318,0.6318418102404318
Yes,0.722222,0.350000,0.9066295964933581,0,0,0,1.0,0.9066295964933581,0.9066295964933581
Yes,0.925926,0.071429,0.985878125498931,0,0,5,0.2857142857142857,0.985878125498931,0.985878125498931
Yes,1.090909,0.000000,0.9608958380656174,0,0,2,0.3333333333333333,0.9608958380656174,0.9608958380656174
Yes,1.133333,0.117647,0.9347391714553157,0,0,1,0.0,0.9347391714553157,0.9347391714553157
Yes,0.900000,0.136364,0.8872167939973146,0,0,3,0.4,0.8872167939973146,0.8872167939973146
Yes,1.217391,0.200000,0.998523442849093,0,0,2,0.5,0.998523442849093,0.998523442849093
Yes,1.250000,0.230769,0.9173010997785279,0,0,0,1.0,0.9173010997785279,0.9173010997785279
Yes,0.812500,0.125000,0.9044240236597406,0,0,0,1.0,0.9044240236597406,0.9044240236597406
No,1.125000,0.222222,0.9218569728001054,0,0,6,0.14285714285714285,0.9218569728001054,0.9218569728001054
No,1.428571,0.312500,0.8182606151376515,0,0,4,0.42857142857142855,0.8182606151376515,0.8182606151376515
Yes,1.142857,0.115385,0.929771817838692,0,0,1,0.6666666666666666,0.929771817838692,0.929771817838692
No,1.043478,0.000000,0.8845629697052325,0,0,1,0.5,0.8845629697052325,0.8845629697052325
No,0.888889,0.157895,0.9572784115271511,0,0,10,0.16666666666666666,0.9572784115271511,0.9572784115271511
Yes,1.166667,0.150000,0.9334726711302457,0,0,4,0.3333333333333333,0.9334726711302457,0.9334726711302457
No,1.300000,0.300000,0.8817672896993648,0,0,0,1.0,0.8817672896993648,0.8817672896993648
Yes,0.950000,0.086957,0.9827463786618351,0,0,0,1.0,0.9827463786618351,0.9827463786618351
Yes,0.800000,0.294118,0.9277850570640238,0,0,1,0.0,0.9277850570640238,0.9277850570640238
Yes,1.071429,0.071429,0.7698002585291295,0,0,0,1.0,0.7698002585291295,0.7698002585291295
No,0.761905,0.304348,0.9608668239455154,0,0,4,0.2,0.9608668239455154,0.9608668239455154
Yes,1.363636,0.545455,0.9876963453701636,0,0,1,0.5,0.9876963453701636,0.9876963453701636
Yes,1.187500,0.250000,0.9518234975152463,0,0,6,0.25,0.9518234975152463,0.9518234975152463
Yes,1.238095,0.166667,0.897058582742968,0,0,3,0.0,0.897058582742968,0.897058582742968
No,1.136364,0.227273,0.9917315282361198,0,0,16,0.1111111111111111,0.9917315282361198,0.9917315282361198
Yes,0.777778,0.214286,0.9826536116102194,1,1,2,0.3333333333333333,0.9826536116102194,0.9826536116102194
Yes,0.875000,0.125000,0.9073377336631744,0,0,0,1.0,0.9073377336631744,0.9073377336631744
No,1.187500,0.500000,0.8688917728429105,0,0,1,0.75,0.8688917728429105,0.8688917728429105
Yes,0.875000,0.062500,0.8278303739003988,0,0,2,0.0,0.8278303739003988,0.8278303739003988
No,0.809524,0.260870,0.8488227893148047,0,0,0,1.0,0.8488227893148047,0.8488227893148047
No,0.846154,0.076923,0.9837853952027197,0,0,1,0.0,0.9837853952027197,0.9837853952027197
Yes,1.363636,0.363636,0.8413607092468055,0,0,1,0.0,0.8413607092468055,0.8413607092468055
Yes,0.947368,0.000000,0.8889968309896872,0,0,4,0.5,0.8889968309896872,0.8889968309896872
No,0.818182,0.217391,0.961229154193396,0,0,3,0.25,0.961229154193396,0.961229154193396
No,0.636364,0.363636,0.9488238552260773,0,0,1,0.6666666666666666,0.9488238552260773,0.9488238552260773
No,1.375000,0.375000,0.9373208553274514,1,1,2,0.0,0.9373208553274514,0.9373208553274514
Yes,0.869565,0.043478,0.9140549760375314,0,0,8,0.1111111111111111,0.9140549760375314,0.9140549760375314
Yes,1.055556,0.000000,1.0,0,0,0,1.0,1.0,1.0
Yes,1.153846,0.142857,0.8877365102940721,0,0,4,0.0,0.8877365102940721,0.8877365102940721
Yes,1.142857,0.173913,0.9563658239246657,0,0,0,1.0,0.9563658239246657,0.9563658239246657
Yes,1.300000,0.181818,0.9353664332211286,0,0,4,0.2,0.9353664332211286,0.9353664332211286
No,1.066667,0.066667,0.8575986527268247,0,0,9,0.18181818181818182,0.8575986527268247,0.8575986527268247
No,1.222222,0.222222,0.910996044099168,0,0,5,0.0,0.910996044099168,0.910996044099168
No,1.083333,0.166667,0.8602656285221297,0,0,1,0.5,0.8602656285221297,0.8602656285221297
Yes,1.250000,0.250000,0.8278482222043597,0,0,1,0.0,0.8278482222043597,0.8278482222043597
No,0.823529,0.263158,0.8712273139214297,0,0,6,0.3333333333333333,0.8712273139214297,0.8712273139214297
Yes,1.000000,0.000000,0.9600191480632471,0,0,0,1.0,0.9600191480632471,0.9600191480632471
No,0.720000,0.333333,0.8784364129233624,0,0,1,0.0,0.8784364129233624,0.8784364129233624
Yes,1.375000,0.500000,0.9371665804208666,0,0,1,0.75,0.9371665804208666,0.9371665804208666
No,0.647059,0.294118,0.9193185458428837,0,0,2,0.5,0.9193185458428837,0.9193185458428837
No,1.095238,0.000000,0.8989137553794416,0,0,1,0.75,0.8989137553794416,0.8989137553794416
Yes,0.900000,0.045455,0.9975679823574377,0,0,1,0.6666666666666666,0.9975679823574377,0.9975679823574377
Yes,1.083333,0.083333,0.9407328771564012,0,0,0,1.0,0.9407328771564012,0.9407328771564012
Yes,1.076923,0.230769,0.938718986234392,0,0,0,1.0,0.938718986234392,0.938718986234392
No,1.214286,0.266667,0.8205039407681525,0,0,1,0.5,0.8205039407681525,0.8205039407681525
Yes,0.950000,0.090909,0.9997200778807915,0,0,0,1.0,0.9997200778807915,0.9997200778807915
Yes,1.400000,0.375000,0.9515133051372456,0,0,1,0.0,0.9515133051372456,0.9515133051372456
Yes,0.720000,0.259259,0.9668478063850936,0,0,1,0.0,0.9668478063850936,0.9668478063850936
Yes,0.947368,0.043478,0.9800498912282312,0,0,2,0.0,0.9800498912282312,0.9800498912282312
Yes,1.190476,0.173913,0.9350698259616362,0,0,0,1.0,0.9350698259616362,0.9350698259616362
Yes,0.954545,0.083333,0.9366390656793248,0,0,3,0.4,0.9366390656793248,0.9366390656793248
Yes,1.000000,0.040000,0.9981033364593499,0,0,1,0.6666666666666666,0.9981033364593499,0.9981033364593499
Yes,1.071429,0.000000,0.9672064927568064,0,0,3,0.5,0.9672064927568064,0.9672064927568064
Yes,1.461538,0.461538,0.899569310340063,0,0,1,0.5,0.899569310340063,0.899569310340063
Yes,0.933333,0.066667,0.9558998850807531,0,0,1,0.0,0.9558998850807531,0.9558998850807531
Yes,0.894737,0.105263,0.8947036923221078,0,0,0,1.0,0.8947036923221078,0.8947036923221078
Yes,0.764706,0.210526,0.9517548003354405,0,0,0,1.0,0.9517548003354405,0.9517548003354405
Yes,1.083333,0.111111,0.9115687076287471,0,0,3,0.0,0.9115687076287471,0.9115687076287471
Yes,0.888889,0.291667,0.8834099163634981,0,0,0,1.0,0.8834099163634981,0.8834099163634981
Yes,1.047619,0.043478,0.9413380327844607,0,0,1,0.0,0.9413380327844607,0.9413380327844607
Yes,0.857143,0.133333,0.7660336462478915,0,0,1,0.5,0.7660336462478915,0.7660336462478915
No,0.761905,0.238095,0.9826334729097584,0,0,5,0.0,0.9826334729097584,0.9826334729097584
Yes,1.000000,0.045455,0.9275600252149454,0,0,4,0.3333333333333333,0.9275600252149454,0.9275600252149454
No,0.833333,0.230769,0.9447168631077508,0,0,4,0.2,0.9447168631077508,0.9447168631077508
Yes,1.352941,0.352941,0.9377114323870527,0,0,2,0.3333333333333333,0.9377114323870527,0.9377114323870527
No,0.956522,0.000000,0.9043324930267318,0,0,3,0.0,0.9043324930267318,0.9043324930267318
Yes,1.105263,0.200000,0.9607640580498824,0,0,0,1.0,0.9607640580498824,0.9607640580498824
Yes,1.105263,0.210526,0.9879537039034711,0,0,1,0.0,0.9879537039034711,0.9879537039034711
No,0.916667,0.076923,0.6855229712217639,0,0,2,0.0,0.6855229712217639,0.6855229712217639
Yes,1.000000,0.045455,0.9641517623680639,0,0,4,0.3333333333333333,0.9641517623680639,0.9641517623680639
Yes,0.800000,0.095238,0.9984407049509401,0,0,2,0.3333333333333333,0.9984407049509401,0.9984407049509401
No,0.750000,0.187500,0.8859070142022548,0,0,4,0.0,0.8859070142022548,0.8859070142022548
No,0.840000,0.153846,0.9540252249915475,0,0,1,0.0,0.9540252249915475,0.9540252249915475
Yes,1.090909,0.080000,0.9826586168716102,0,0,0,1.0,0.9826586168716102,0.9826586168716102
Yes,0.857143,0.136364,0.8969506645398259,0,0,5,0.16666666666666666,0.8969506645398259,0.8969506645398259
No,1.000000,0.000000,0.9499213493871111,0,0,1,0.0,0.9499213493871111,0.9499213493871111
Yes,1.100000,0.100000,0.942203293699622,0,0,5,0.16666666666666666,0.942203293699622,0.942203293699622
Yes,1.090909,0.080000,0.9542602043620674,0,0,4,0.42857142857142855,0.9542602043620674,0.9542602043620674
No,1.222222,0.222222,0.8759652266725185,0,0,3,0.25,0.8759652266725185,0.8759652266725185
Yes,0.730769,0.222222,0.9726563656223706,0,0,2,0.6,0.9726563656223706,0.9726563656223706
No,1.200000,0.300000,0.8088343389289103,0,0,7,0.0,0.8088343389289103,0.8088343389289103
No,0.777778,0.222222,0.8453535642140477,0,0,5,0.0,0.8453535642140477,0.8453535642140477
Yes,1.066667,0.066667,0.8841336101371352,0,0,2,0.5,0.8841336101371352,0.8841336101371352
No,1.058824,0.052632,0.9412780958502146,0,0,0,1.0,0.9412780958502146,0.9412780958502146
No,0.869565,0.125000,0.8300703250542806,0,0,5,0.16666666666666666,0.8300703250542806,0.8300703250542806
No,1.166667,0.076923,0.9359463016239515,0,0,3,0.0,0.9359463016239515,0.9359463016239515
Yes,0.833333,0.230769,0.9828030536047243,0,0,3,0.0,0.9828030536047243,0.9828030536047243
Yes,0.888889,0.052632,0.9450051541130854,0,0,1,0.8,0.9450051541130854,0.9450051541130854
No,1.153846,0.153846,0.8461613104342844,0,0,3,0.5,0.8461613104342844,0.8461613104342844
Yes,1.000000,0.034483,0.994599197299464,0,0,3,0.0,0.994599197299464,0.994599197299464
No,0.619048,0.333333,0.9315692858060194,0,0,3,0.25,0.9315692858060194,0.9315692858060194
Yes,0.937500,0.210526,0.765698299200498,0,0,6,0.25,0.765698299200498,0.765698299200498
Yes,1.250000,0.250000,0.9278133657377508,0,0,2,0.0,0.9278133657377508,0.9278133657377508
Yes,1.043478,0.080000,0.9961869220228479,0,0,2,0.5,0.9961869220228479,0.9961869220228479
Yes,0.925926,0.074074,0.8879833494595609,0,0,2,0.6,0.8879833494595609,0.8879833494595609
Yes,0.960000,0.107143,0.9527632445647901,0,0,3,0.4,0.9527632445647901,0.9527632445647901
No,0.869565,0.125000,0.8242319894967974,0,0,3,0.7272727272727273,0.8242319894967974,0.8242319894967974
Yes,1.052632,0.052632,0.9956312156218938,0,0,0,1.0,0.9956312156218938,0.9956312156218938
Yes,0.722222,0.263158,0.9306853005603662,0,0,1,0.6666666666666666,0.9306853005603662,0.9306853005603662
Yes,0.842105,0.200000,0.792722318104793,0,0,0,1.0,0.792722318104793,0.792722318104793
Yes,1.350000,0.333333,0.8629515846670207,0,0,1,0.0,0.8629515846670207,0.8629515846670207
No,0.826087,0.208333,0.9162367879064339,0,0,4,0.2,0.9162367879064339,0.9162367879064339
Yes,0.769231,0.259259,0.9556573352978947,0,0,2,0.6,0.9556573352978947,0.9556573352978947
No,1.066667,0.062500,0.9744176273719691,0,0,3,0.4,0.9744176273719691,0.9744176273719691
No,0.789474,0.285714,0.9108322762123194,0,0,4,0.6,0.9108322762123194,0.9108322762123194
No,1.272727,0.166667,0.958386091512581,0,0,0,1.0,0.958386091512581,0.958386091512581
Yes,1.000000,0.000000,0.9999388540607115,0,0,6,0.4,0.9999388540607115,0.9999388540607115
No,1.142857,0.142857,0.8758875593329859,0,0,2,0.0,0.8758875593329859,0.8758875593329859
Yes,1.055556,0.055556,0.9441832657863394,0,0,2,0.5,0.9441832657863394,0.9441832657863394
Yes,0.785714,0.214286,0.6458859217271015,0,0,2,0.3333333333333333,0.6458859217271015,0.6458859217271015
Yes,1.100000,0.090909,0.9073712790389504,0,0,0,1.0,0.9073712790389504,0.9073712790389504
Yes,0.909091,0.090909,0.9357222789621619,0,0,4,0.2,0.9357222789621619,0.9357222789621619
No,0.789474,0.240000,0.8815580858534765,0,0,0,1.0,0.8815580858534765,0.8815580858534765
Yes,0.750000,0.250000,0.9781408355739746,0,0,2,0.3333333333333333,0.9781408355739746,0.9781408355739746
Yes,0.923077,0.107143,0.9827009129033729,0,0,1,0.0,0.9827009129033729,0.9827009129033729
Yes,1.227273,0.208333,0.9781066340973475,0,0,2,0.5,0.9781066340973475,0.9781066340973475
Yes,1.000000,0.000000,0.8827810864897744,0,0,2,0.5,0.8827810864897744,0.8827810864897744
Yes,0.769231,0.230769,0.9341730569554246,0,0,1,0.6666666666666666,0.9341730569554246,0.9341730569554246
No,0.937500,0.062500,0.8381107330910735,0,0,0,1.0,0.8381107330910735,0.8381107330910735
Yes,1.000000,0.000000,0.7167763160095022,0,0,0,1.0,0.7167763160095022,0.7167763160095022
Yes,1.333333,0.333333,0.9843730024061188,0,0,0,1.0,0.9843730024061188,0.9843730024061188
Yes,0.947368,0.000000,0.958378267848607,0,0,2,0.6666666666666666,0.958378267848607,0.958378267848607
No,0.703704,0.310345,0.9496636732028543,0,0,2,0.6666666666666666,0.9496636732028543,0.9496636732028543
Yes,1.000000,0.000000,1.0000000000000002,0,0,0,1.0,1.0000000000000002,1.0000000000000002
No,1.375000,0.562500,0.8910251986808161,0,0,3,0.25,0.8910251986808161,0.8910251986808161
Yes,1.466667,0.411765,0.8678588894275718,0,0,3,0.5,0.8678588894275718,0.8678588894275718
Yes,0.700000,0.300000,0.8282475264337382,1,1,0,1.0,0.8282475264337382,0.8282475264337382
No,0.916667,0.153846,0.9012129457297342,0,0,2,0.6666666666666666,0.9012129457297342,0.9012129457297342
Yes,0.933333,0.066667,0.8981148965519496,0,0,11,0.08333333333333333,0.8981148965519496,0.8981148965519496
Yes,1.272727,0.166667,0.811755017900994,0,0,5,0.2857142857142857,0.811755017900994,0.811755017900994
No,1.538462,0.538462,0.8521713794944363,0,0,1,0.0,0.8521713794944363,0.8521713794944363
Yes,0.954545,0.038462,0.8746512622846557,0,0,4,0.2,0.8746512622846557,0.8746512622846557
Yes,0.760000,0.269231,0.8938779690280453,0,0,3,0.4,0.8938779690280453,0.8938779690280453
Yes,1.090909,0.130435,0.8829976769764769,0,0,2,0.0,0.8829976769764769,0.8829976769764769
No,1.388889,0.555556,0.9031133443861873,0,0,6,0.3333333333333333,0.9031133443861873,0.9031133443861873
No,0.740741,0.259259,0.9244532109002979,0,0,9,0.0,0.9244532109002979,0.9244532109002979
Yes,0.782609,0.217391,0.9430860752074263,0,0,5,0.16666666666666666,0.9430860752074263,0.9430860752074263
No,1.285714,0.187500,0.864660808087815,1,1,4,0.0,0.864660808087815,0.864660808087815
No,1.058824,0.117647,0.76695435539355,1,1,1,0.0,0.76695435539355,0.76695435539355
Yes,0.826087,0.086957,0.8962179877164373,0,0,2,0.3333333333333333,0.8962179877164373,0.8962179877164373
Yes,0.812500,0.235294,0.8698029637539387,0,0,1,0.6666666666666666,0.8698029637539387,0.8698029637539387
No,1.000000,0.086957,0.9617188592372549,0,0,3,0.5,0.9617188592372549,0.9617188592372549
No,1.000000,0.076923,0.9773091330704943,0,0,1,0.75,0.9773091330704943,0.9773091330704943
Yes,0.866667,0.111111,0.9913154914919747,0,0,4,0.0,0.9913154914919747,0.9913154914919747
No,0.812500,0.222222,0.8575318393836336,0,0,4,0.2,0.8575318393836336,0.8575318393836336
No,0.857143,0.142857,0.9404841378307617,0,0,2,0.0,0.9404841378307617,0.9404841378307617
Yes,1.090909,0.125000,0.8947003293535473,0,0,0,1.0,0.8947003293535473,0.8947003293535473
Yes,1.333333,0.416667,0.7938318897129661,0,0,1,0.0,0.7938318897129661,0.7938318897129661
Yes,1.086957,0.125000,0.9993993980871791,0,0,0,1.0,0.9993993980871791,0.9993993980871791
No,1.500000,0.578947,0.9943974978104811,0,0,2,0.6666666666666666,0.9943974978104811,0.9943974978104811
Yes,1.222222,0.222222,0.8113129972563221,0,0,1,0.0,0.8113129972563221,0.8113129972563221
