quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,text
Yes,0.76,0.296296,0.923477734,0,0,0,1,0.918585924,1,0.8,0.995912561,0,1,0.992183587,0,1,0.99342928,0,1,0.995912561,0.918585924,2262
Yes,1,0,0.928346195,0,0,6,0,0.890102007,7,0.3,0.9681279,6,0,0.987582806,6,0,0.989274629,6,0,0.989274629,0.890102007,2263
Yes,0.85,0.173913,0.907713917,0,0,0,1,0.897440175,0,1,0.992180493,1,0.666666667,0.995452103,1,0.666666667,0.992155784,1,0.666666667,0.995452103,0.897440175,2264
Yes,0.894737,0.173913,0.979535174,0,0,0,1,0.953562067,0,1,0.848217457,0,1,0.990736031,0,1,0.975954042,0,1,0.990736031,0.848217457,2265
Yes,0.954545,0,0.992421391,0,0,0,1,0.96763568,0,1,0.937687598,1,0.666666667,0.98571328,1,0.666666667,0.946542329,1,0.666666667,0.992421391,0.937687598,2266
No,0.875,0.12,0.980478923,0,0,0,1,0.907437861,0,1,0.945812214,1,0,0.961273735,1,0,0.929005697,1,0,0.980478923,0.907437861,2267
Yes,1.307692,0.214286,0.954239516,0,0,0,1,0.85150671,0,1,0.847465358,0,1,0.9836088,0,1,0.823665684,0,1,0.9836088,0.823665684,2268
Yes,0.882353,0.210526,0.828192652,0,0,7,0.125,0.728544032,11,0.083333333,0.786477991,7,0.125,0.974288566,7,0.125,0.97609955,7,0.125,0.97609955,0.728544032,2269
Yes,1.0625,0.058824,0.906360192,0,0,1,0,0.782545942,1,0.666666667,0.916905685,1,0,0.934948251,1,0,0.946233558,1,0,0.946233558,0.782545942,2270
Yes,1.214286,0.214286,0.875435393,0,0,1,0.666666667,0.853769591,1,0.875,0.996664715,1,0.666666667,0.961632915,1,0.666666667,0.952284393,1,0.666666667,0.996664715,0.853769591,2271
No,1.375,0.375,0.707622868,0,0,5,0,0.689816265,6,0,0.809217212,6,0,0.941213598,6,0,0.922057843,6,0,0.941213598,0.689816265,2272
Yes,1.1,0.1,0.984498622,0,0,0,1,0.912238888,1,0.666666667,0.977292051,1,0.666666667,0.96061007,1,0.666666667,0.965911037,1,0.666666667,0.984498622,0.912238888,2273
Yes,1.083333,0.08,0.950670405,0,0,0,1,0.908110672,0,1,0.981647882,3,0,0.92088936,3,0,0.885093365,3,0,0.981647882,0.885093365,2274
Yes,1.227273,0.217391,0.94104995,0,0,2,0.333333333,0.911678137,2,0.6,0.996464388,2,0.333333333,0.970279574,2,0.333333333,0.873807066,2,0.333333333,0.996464388,0.873807066,2275
No,1.230769,0.230769,0.874652435,0,0,13,0.071428571,0.726790669,16,0.058823529,0.614202455,13,0.071428571,0.981113536,13,0.071428571,0.978490312,13,0.071428571,0.981113536,0.614202455,2276
No,1.235294,0.235294,0.889095736,0,0,3,0,0.86109878,4,0,0.921369761,3,0.5,0.91857131,3,0.5,0.883731319,3,0.5,0.921369761,0.86109878,2277
Yes,1.266667,0.266667,0.929827519,0,0,3,0.25,0.72333591,7,0.125,0.814006457,3,0.25,0.970840368,3,0.25,0.945230585,3,0.25,0.970840368,0.72333591,2278
No,1.076923,0.076923,0.914623084,1,1,0,1,0.743805044,1,0,0.886550332,2,0.5,0.96633332,2,0.5,0.923277891,2,0.5,0.96633332,0.743805044,2279
Yes,1.055556,0.055556,0.951405668,0,0,3,0.5,0.879666681,3,0.5,0.96756691,3,0.5,0.993619452,3,0.5,0.769519497,3,0.5,0.993619452,0.769519497,2280
Yes,0.904762,0.095238,0.918935068,0,0,1,0,0.877131728,2,0,0.998202649,1,0,0.961257799,1,0,0.957529981,1,0,0.998202649,0.877131728,2281
Yes,0.666667,0.291667,0.885617443,0,0,2,0.333333333,0.771580317,4,0.2,0.968149882,3,0.4,0.977973414,3,0.4,0.901410008,3,0.4,0.977973414,0.771580317,2282
Yes,0.681818,0.318182,0.940218898,0,0,1,0,0.831948387,3,0.25,0.864819015,1,0.666666667,0.945813145,1,0.666666667,0.965179369,1,0.666666667,0.965179369,0.831948387,2283
Yes,1.181818,0.181818,0.850688925,0,0,1,0.5,0.728418581,1,0.666666667,0.90496075,2,0.333333333,0.93102027,2,0.333333333,0.804703078,2,0.333333333,0.93102027,0.728418581,2284
No,1.125,0.157895,0.838480881,0,0,3,0.25,0.757408212,3,0.625,0.848982458,5,0.166666667,0.948828908,5,0.166666667,0.938302729,5,0.166666667,0.948828908,0.757408212,2285
Yes,0.826087,0.173913,0.90977888,0,0,0,1,0.857735222,0,1,0.961493388,2,0.333333333,0.919900668,2,0.333333333,0.91241876,2,0.333333333,0.961493388,0.857735222,2286
Yes,1.133333,0.0625,0.78951059,0,0,1,0.8,0.781327471,2,0.666666667,0.882454256,2,0.666666667,0.978350145,2,0.666666667,0.976244013,2,0.666666667,0.978350145,0.781327471,2287
No,0.736842,0.333333,0.832701014,0,0,1,0.666666667,0.694957539,2,0.666666667,0.732271432,1,0.666666667,0.998082995,1,0.666666667,0.948157232,1,0.666666667,0.998082995,0.694957539,2288
Yes,1.095238,0.090909,0.968993219,0,0,1,0.8,0.947655172,1,0.888888889,0.998353163,1,0.833333333,0.980676561,1,0.833333333,0.989469764,1,0.833333333,0.998353163,0.947655172,2289
Yes,1.052632,0,0.919622161,0,0,0,1,0.766751983,0,1,0.912718984,5,0,0.931400395,5,0,0.95637391,5,0,0.95637391,0.766751983,2290
Yes,0.875,0.192308,0.982384113,0,0,0,1,0.960001574,0,1,0.958374665,0,1,0.970715602,0,1,0.990956282,0,1,0.990956282,0.958374665,2291
Yes,0.857143,0.2,0.716410144,0,0,3,0,0.617743266,3,0.5,0.796015765,4,0,0.804478607,4,0,0.883101435,4,0,0.883101435,0.617743266,2292
Yes,0.913043,0.12,0.889759786,0,0,0,1,0.808079436,0,1,0.784038103,1,0.833333333,0.99287,1,0.833333333,0.992271431,1,0.833333333,0.99287,0.784038103,2293
No,0.666667,0.35,0.886738487,0,0,0,1,0.807608993,3,0.571428571,0.929766099,1,0.666666667,0.976100572,1,0.666666667,0.885268018,1,0.666666667,0.976100572,0.807608993,2294
Yes,1.230769,0.230769,0.965036771,0,0,0,1,0.897317412,3,0.5,0.998841993,0,1,0.989901914,0,1,0.995583653,0,1,0.998841993,0.897317412,2295
No,1.1875,0.117647,0.847546919,0,0,1,0.5,0.775157964,3,0.4,0.906530801,4,0.428571429,0.926997497,4,0.428571429,0.93003627,4,0.428571429,0.93003627,0.775157964,2296
Yes,0.913043,0.086957,0.987950273,0,0,0,1,0.813800321,1,0.833333333,0.859515024,0,1,0.985339513,0,1,0.994437567,0,1,0.994437567,0.813800321,2297
Yes,1.142857,0.133333,0.845880552,0,0,2,0,0.783566784,4,0,0.668171768,3,0,0.871818663,3,0,0.918864206,3,0,0.918864206,0.668171768,2298
Yes,0.772727,0.227273,0.954370805,0,0,1,0,0.889668366,2,0.5,0.999752942,1,0,0.956109283,1,0,0.9182232,1,0,0.999752942,0.889668366,2299
No,1.2,0.176471,0.847971391,0,0,1,0,0.756940961,3,0,0.743056129,2,0,0.896906125,2,0,0.915347274,2,0,0.915347274,0.743056129,2300
No,0.8,0.272727,0.887261679,0,0,1,0.5,0.712001348,2,0.5,0.995347687,1,0.5,0.956044445,1,0.5,0.728113358,1,0.5,0.995347687,0.712001348,2301
Yes,0.961538,0.074074,0.948275392,0,0,0,1,0.888006369,1,0.75,0.910014457,1,0.75,0.994392052,1,0.75,0.98729723,1,0.75,0.994392052,0.888006369,2302
Yes,0.785714,0.142857,0.885076441,0,0,0,1,0.829887003,0,1,0.857311744,0,1,0.890043096,0,1,0.846312092,0,1,0.890043096,0.829887003,2303
No,1.058824,0.055556,0.90653899,0,0,1,0,0.709490831,1,0,0.946731879,2,0,0.913404314,2,0,0.972607976,2,0,0.972607976,0.709490831,2304
No,1.238095,0.333333,0.9445606,0,0,3,0.4,0.704008927,4,0.555555556,0.897526332,3,0.4,0.993503934,3,0.4,0.960194266,3,0.4,0.993503934,0.704008927,2305
Yes,1,0.125,0.94003674,0,0,1,0.666666667,0.933890657,1,0.666666667,0.987630571,2,0.6,0.982401353,2,0.6,0.982216564,2,0.6,0.987630571,0.933890657,2306
Yes,1.0625,0,0.915314776,0,0,0,1,0.891203573,0,1,0.99541442,2,0.333333333,0.923415242,2,0.333333333,0.94343152,2,0.333333333,0.99541442,0.891203573,2307
Yes,1.071429,0,0.85889251,0,0,1,0.75,0.823748494,3,0.571428571,0.988984869,5,0.375,0.9870955,5,0.375,0.987188951,5,0.375,0.988984869,0.823748494,2308
No,1,0,0.733388525,0,0,2,0.5,0.666995105,2,0.666666667,0.852246061,6,0.25,0.946775936,6,0.25,0.945375383,6,0.25,0.946775936,0.666995105,2309
Yes,1.5,0.384615,0.879939588,0,0,0,1,0.827592622,2,0.5,0.999245689,0,1,0.96397779,0,1,0.951261122,0,1,0.999245689,0.827592622,2310
Yes,0.892857,0.034483,0.849483734,0,0,0,1,0.786953958,1,0.857142857,0.960382363,5,0.375,0.960421429,5,0.375,0.901819665,5,0.375,0.960421429,0.786953958,2311
Yes,1.384615,0.466667,0.983568124,0,0,0,1,0.92326577,0,1,0.959200616,0,1,0.995411006,0,1,0.917569199,0,1,0.995411006,0.917569199,2312
Yes,1.058824,0,0.965971679,0,0,0,1,0.863124195,5,0.285714286,0.979775175,0,1,0.972949206,0,1,0.950920989,0,1,0.979775175,0.863124195,2313
No,1.071429,0.071429,0.881616467,0,0,2,0.333333333,0.747539563,3,0.5,0.94940216,2,0.5,0.96969536,2,0.5,0.972417277,2,0.5,0.972417277,0.747539563,2314
Yes,0.909091,0.166667,0.736126205,0,0,0,1,0.691771403,0,1,0.75305722,0,1,0.949079413,0,1,0.853963083,0,1,0.949079413,0.691771403,2315
No,1.111111,0.136364,0.859354933,0,0,10,0.333333333,0.858562158,12,0.294117647,0.849986014,10,0.333333333,0.97933033,10,0.333333333,0.985457799,10,0.333333333,0.985457799,0.849986014,2316
No,1.357143,0.266667,0.902727515,1,1,0,1,0.82427234,1,0.75,0.673370026,1,0.666666667,0.981042055,1,0.666666667,0.957626162,1,0.666666667,0.981042055,0.673370026,2317
Yes,0.846154,0.153846,0.868845079,0,0,1,0,0.712877371,2,0.333333333,0.768817123,2,0,0.689228039,2,0,0.760822668,2,0,0.868845079,0.689228039,2318
No,1.05,0.04,0.84280843,0,0,1,0.5,0.755139493,2,0.5,0.699659344,3,0.5,0.97585775,3,0.5,0.945621814,3,0.5,0.97585775,0.699659344,2319
Yes,1.090909,0.086957,0.957686735,0,0,1,0,0.905679975,1,0,0.99880544,1,0.666666667,0.988871485,1,0.666666667,0.99075628,1,0.666666667,0.99880544,0.905679975,2320
Yes,0.894737,0.15,0.899678391,0,0,1,0.5,0.816202597,1,0.75,0.937891754,1,0.5,0.989090262,1,0.5,0.98278372,1,0.5,0.989090262,0.816202597,2321
Yes,0.933333,0.176471,0.881181797,0,0,0,1,0.731351856,1,0,0.829919553,0,1,0.835786015,0,1,0.947297454,0,1,0.947297454,0.731351856,2322
Yes,0.954545,0.043478,0.924305799,0,0,0,1,0.921335033,0,1,0.826728369,4,0.2,0.969206465,4,0.2,0.975461418,4,0.2,0.975461418,0.826728369,2323
No,1,0.083333,0.822271241,0,0,6,0,0.726058156,6,0,0.736192697,7,0,0.967936774,7,0,0.966620642,7,0,0.967936774,0.726058156,2324
Yes,1.086957,0,0.958161543,0,0,1,0,0.918115308,1,0.666666667,0.972581629,1,0.5,0.97007928,1,0.5,0.93652201,1,0.5,0.972581629,0.918115308,2325
Yes,1.25,0.416667,0.892847145,1,1,0,1,0.844313219,2,0.5,0.79518845,0,1,0.977411743,0,1,0.992118699,0,1,0.992118699,0.79518845,2326
Yes,1.095238,0.166667,0.95040384,0,0,2,0,0.911049274,2,0,0.998148226,2,0.333333333,0.969179952,2,0.333333333,0.982178908,2,0.333333333,0.998148226,0.911049274,2327
Yes,1.043478,0.035714,0.834757167,0,0,0,1,0.805590922,0,1,0.992736434,5,0.166666667,0.969229617,5,0.166666667,0.966373429,5,0.166666667,0.992736434,0.805590922,2328
Yes,1.363636,0.363636,0.825172943,0,0,2,0.333333333,0.778757223,4,0.333333333,0.976187753,2,0.5,0.883464593,2,0.5,0.897790482,2,0.5,0.976187753,0.778757223,2329
Yes,0.857143,0.136364,0.959168301,0,0,0,1,0.880395101,1,0.5,0.957349744,2,0.333333333,0.910835355,2,0.333333333,0.916665332,2,0.333333333,0.959168301,0.880395101,2330
No,0.823529,0.166667,0.848467607,0,0,5,0,0.600057789,6,0.142857143,0.887076744,5,0,0.969697093,5,0,0.845180468,5,0,0.969697093,0.600057789,2331
Yes,1,0,0.816295719,1,1,0,1,0.661200535,0,1,0.562089517,4,0.2,0.942184069,4,0.2,0.941795367,4,0.2,0.942184069,0.562089517,2332
Yes,0.888889,0.107143,0.874685648,0,0,0,1,0.732274787,1,0.75,0.719171288,3,0.4,0.955630114,3,0.4,0.940140616,3,0.4,0.955630114,0.719171288,2333
Yes,1,0,0.912763607,0,0,0,1,0.778815674,2,0.75,0.797041771,1,0.666666667,0.969432189,1,0.666666667,0.904048372,1,0.666666667,0.969432189,0.778815674,2334
Yes,1.3125,0.375,0.962249101,0,0,0,1,0.7732009,2,0,0.8105899,0,1,0.981357041,0,1,0.96928761,0,1,0.981357041,0.7732009,2335
Yes,1.117647,0.222222,0.903969249,0,0,0,1,0.885655965,1,0.5,0.995134998,2,0.6,0.987382125,2,0.6,0.991998251,2,0.6,0.995134998,0.885655965,2336
Yes,0.84,0.076923,0.940669985,0,0,1,0,0.863943381,1,0,0.916108012,2,0.333333333,0.97195495,2,0.333333333,0.870318948,2,0.333333333,0.97195495,0.863943381,2337
Yes,0.923077,0.074074,0.969423966,0,0,0,1,0.912558664,0,1,0.940741685,0,1,0.972235108,0,1,0.800467995,0,1,0.972235108,0.800467995,2338
Yes,1.1875,0,0.941703254,0,0,0,1,0.849747146,1,0.75,0.864255318,0,1,0.997050265,0,1,0.949848769,0,1,0.997050265,0.849747146,2339
Yes,0.952381,0,0.973616603,0,0,0,1,0.972351235,0,1,0.999992985,0,1,0.999133759,0,1,0.970437202,0,1,0.999992985,0.970437202,2340
Yes,0.785714,0.25,0.925417642,0,0,1,0.5,0.909169019,1,0.5,0.997500135,1,0.75,0.982770561,1,0.75,0.983030187,1,0.75,0.997500135,0.909169019,2341
No,0.642857,0.357143,0.859378613,0,0,0,1,0.831146518,1,0,0.797921611,1,0.5,0.936103131,1,0.5,0.942853732,1,0.5,0.942853732,0.797921611,2342
Yes,0.9375,0.058824,0.935596877,0,0,0,1,0.820811381,0,1,0.911608161,1,0.5,0.916465093,1,0.5,0.907831947,1,0.5,0.935596877,0.820811381,2343
Yes,1.043478,0.035714,0.929587449,0,0,1,0.75,0.87748282,1,0.8,0.958222858,3,0.625,0.983465818,3,0.625,0.987676892,3,0.625,0.987676892,0.87748282,2344
Yes,1,0.105263,0.964543784,0,0,0,1,0.781801976,2,0,0.903483864,1,0,0.880348198,1,0,0.902217294,1,0,0.964543784,0.781801976,2345
Yes,1.043478,0,0.978032887,0,0,0,1,0.951466619,0,1,0.981689671,1,0.666666667,0.8529849,1,0.666666667,0.973137739,1,0.666666667,0.981689671,0.8529849,2346
Yes,0.65,0.333333,0.852033077,0,0,3,0.25,0.735941866,3,0.571428571,0.800332297,4,0.333333333,0.95403333,4,0.333333333,0.956888846,4,0.333333333,0.956888846,0.735941866,2347
No,1,0.076923,0.875484054,0,0,0,1,0.674872588,0,1,0.939226076,2,0,0.928044507,2,0,0.944011741,2,0,0.944011741,0.674872588,2348
Yes,1,0,0.921953352,0,0,0,1,0.869023698,1,0.833333333,0.99952085,0,1,0.980526758,0,1,0.929763418,0,1,0.99952085,0.869023698,2349
Yes,1.2,0.1875,0.885092731,0,0,1,0,0.825407838,1,0.5,0.863450873,2,0.333333333,0.939822721,2,0.333333333,0.953336999,2,0.333333333,0.953336999,0.825407838,2350
No,1,0.157895,0.961530367,0,0,1,0,0.818509468,4,0,0.917087965,1,0,0.91741371,1,0,0.920988473,1,0,0.961530367,0.818509468,2351
Yes,0.791667,0.185185,0.927458973,0,0,2,0,0.888032671,2,0.333333333,0.966556492,4,0.2,0.975930812,4,0.2,0.973421644,4,0.2,0.975930812,0.888032671,2352
Yes,0.95,0.136364,0.873863031,0,0,0,1,0.813175941,1,0.5,0.846982826,2,0,0.924123783,2,0,0.888532496,2,0,0.924123783,0.813175941,2353
Yes,1.357143,0.428571,0.882886553,0,0,1,0,0.825241555,2,0,0.976424942,1,0.5,0.952664379,1,0.5,0.950110252,1,0.5,0.976424942,0.825241555,2354
No,0.807692,0.214286,0.911752354,0,0,3,0.25,0.78995877,5,0.285714286,0.875619684,4,0.2,0.869197937,4,0.2,0.928668937,4,0.2,0.928668937,0.78995877,2355
Yes,1.277778,0.444444,0.942392179,0,0,2,0,0.918223752,5,0.375,0.95112063,2,0.6,0.978603408,2,0.6,0.979258733,2,0.6,0.979258733,0.918223752,2356
Yes,1.363636,0.454545,0.796296989,0,0,0,1,0.646229985,0,1,0.990525396,1,0.5,0.901059161,1,0.5,0.908110671,1,0.5,0.990525396,0.646229985,2357
Yes,0.814815,0.137931,0.944437122,0,0,3,0.4,0.909355406,7,0.416666667,0.995357156,3,0.625,0.971496832,3,0.625,0.973011829,3,0.625,0.995357156,0.909355406,2358
No,0.727273,0.227273,0.839289682,0,0,1,0,0.740467248,1,0.5,0.818668371,5,0.444444444,0.966263125,5,0.444444444,0.961706658,5,0.444444444,0.966263125,0.740467248,2359
No,1.545455,0.636364,0.758622252,0,0,1,0.5,0.730445831,3,0.25,0.766136375,4,0.2,0.960434041,4,0.2,0.956827622,4,0.2,0.960434041,0.730445831,2360
No,1.384615,0.461538,0.849551586,0,0,0,1,0.760151855,0,1,0.933262673,2,0.333333333,0.931206268,2,0.333333333,0.930327961,2,0.333333333,0.933262673,0.760151855,2361
No,1.142857,0.285714,0.911158393,0,0,1,0.666666667,0.861508686,1,0.8,0.906411404,2,0.5,0.949574561,2,0.5,0.968994422,2,0.5,0.968994422,0.861508686,2362
No,1.058824,0.111111,0.86527614,0,0,5,0,0.824609771,5,0.285714286,0.905621997,5,0,0.986589825,5,0,0.959420134,5,0,0.986589825,0.824609771,2363
No,1.230769,0.307692,0.787568182,0,0,3,0.4,0.717174195,5,0.285714286,0.837070728,3,0.4,0.960188474,3,0.4,0.91804765,3,0.4,0.960188474,0.717174195,2364
No,1,0.058824,0.803695048,0,0,3,0,0.726900846,6,0.333333333,0.678631557,4,0.333333333,0.918798578,4,0.333333333,0.907632196,4,0.333333333,0.918798578,0.678631557,2365
Yes,1.25,0.3125,0.800324636,0,0,5,0.285714286,0.768527259,8,0.384615385,0.742431392,6,0.333333333,0.967646901,6,0.333333333,0.961351201,6,0.333333333,0.967646901,0.742431392,2366
No,1.25,0.25,0.844774683,0,0,1,0,0.615574704,4,0.5,0.977640456,3,0,0.826052975,3,0,0.902892705,3,0,0.977640456,0.615574704,2367
Yes,1.0625,0,0.940713503,0,0,4,0.428571429,0.864047307,6,0.454545455,0.947558997,4,0.428571429,0.993531847,4,0.428571429,0.998576262,4,0.428571429,0.998576262,0.864047307,2368
Yes,1,0,0.914028301,0,0,0,1,0.839153433,0,1,0.865637729,0,1,0.995142172,0,1,0.997646884,0,1,0.997646884,0.839153433,2369
No,0.782609,0.28,0.965165301,0,0,0,1,0.82042032,0,1,0.898176099,2,0.333333333,0.93484351,2,0.333333333,0.954534639,2,0.333333333,0.965165301,0.82042032,2370
Yes,1.041667,0.08,0.936241896,0,0,2,0.333333333,0.720769479,7,0.3,0.875690918,2,0.333333333,0.922244371,2,0.333333333,0.841287044,2,0.333333333,0.936241896,0.720769479,2371
Yes,1.1875,0.235294,0.864036367,0,0,0,1,0.840237516,0,1,0.861490997,1,0.666666667,0.957188475,1,0.666666667,0.960143883,1,0.666666667,0.960143883,0.840237516,2372
Yes,0.809524,0.190476,0.891618183,0,0,12,0.2,0.757783719,13,0.277777778,0.933519792,12,0.2,0.991718197,12,0.2,0.984140288,12,0.2,0.991718197,0.757783719,2373
No,1.071429,0.125,0.941017257,0,0,2,0.5,0.68196091,6,0.454545455,0.862290026,3,0.4,0.898965556,3,0.4,0.844328066,3,0.4,0.941017257,0.68196091,2374
Yes,1.285714,0.318182,0.910519068,0,0,1,0,0.858673425,1,0,0.935183577,1,0,0.933500755,1,0,0.84666332,1,0,0.935183577,0.84666332,2375
Yes,0.777778,0.210526,0.886677943,1,1,0,1,0.820725527,2,0.333333333,0.832648827,2,0,0.917420066,2,0,0.971183015,2,0,0.971183015,0.820725527,2376
Yes,1.045455,0.136364,0.991239589,0,0,0,1,0.903935598,1,0.5,0.849069717,0,1,0.989525743,0,1,0.985514269,0,1,0.991239589,0.849069717,2377
Yes,1.25,0.272727,0.94690322,0,0,3,0.25,0.892562866,3,0.7,0.981979083,3,0.25,0.940187223,3,0.25,0.981083746,3,0.25,0.981979083,0.892562866,2378
No,1,0,0.887490453,0,0,0,1,0.707477751,2,0.714285714,0.958804191,1,0.5,0.956070472,1,0.5,0.864213994,1,0.5,0.958804191,0.707477751,2379
Yes,0.947368,0.043478,0.91361431,0,0,2,0.5,0.920676669,2,0.5,0.965355183,4,0.428571429,0.862347874,4,0.428571429,0.864404594,4,0.428571429,0.965355183,0.862347874,2380
Yes,1.090909,0.090909,0.974681889,0,0,0,1,0.927250879,0,1,0.930452662,0,1,0.999381671,0,1,0.97167684,0,1,0.999381671,0.927250879,2381
Yes,1,0.08,0.955520152,0,0,0,1,0.878524724,0,1,0.944815627,0,1,0.996984643,0,1,0.982312321,0,1,0.996984643,0.878524724,2382
Yes,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,2383
No,0.689655,0.3,0.951883911,0,0,0,1,0.891882368,0,1,0.986837457,0,1,0.98757756,0,1,0.954585548,0,1,0.98757756,0.891882368,2384
No,1.25,0.416667,0.900367747,0,0,0,1,0.775215086,1,0,0.976297416,1,0,0.841281373,1,0,0.866220112,1,0,0.976297416,0.775215086,2385
Yes,0.75,0.25,0.81715285,0,0,7,0.3,0.786709165,10,0.285714286,0.931649782,8,0.272727273,0.967837845,8,0.272727273,0.96073817,8,0.272727273,0.967837845,0.786709165,2386
Yes,1.043478,0.076923,0.931784298,0,0,0,1,0.884730145,2,0.75,0.98259643,0,1,0.985189989,0,1,0.851260266,0,1,0.985189989,0.851260266,2387
Yes,1.043478,0,0.982156529,0,0,0,1,0.935825808,1,0.666666667,0.947517558,2,0.333333333,0.996932006,2,0.333333333,0.999790421,2,0.333333333,0.999790421,0.935825808,2388
Yes,0.92,0.08,0.983462736,0,0,0,1,0.916427381,1,0.5,0.954051577,0,1,0.994732127,0,1,0.989015907,0,1,0.994732127,0.916427381,2389
Yes,1.166667,0.25,0.845644989,0,0,0,1,0.724523825,2,0.6,0.86472216,2,0,0.886825026,2,0,0.903342828,2,0,0.903342828,0.724523825,2390
Yes,1.071429,0.066667,0.880818542,0,0,1,0,0.792715932,1,0,0.83870754,1,0,0.704659292,1,0,0.691185269,1,0,0.880818542,0.691185269,2391
Yes,0.7,0.25,0.829319394,0,0,8,0,0.719441526,12,0.142857143,0.727741308,8,0,0.971453268,8,0,0.927208766,8,0,0.971453268,0.719441526,2392
No,0.888889,0.05,0.829510748,1,1,1,0,0.71965866,2,0,0.836755711,2,0,0.935940486,2,0,0.929460811,2,0,0.935940486,0.71965866,2393
No,1.157895,0.1,0.858821035,0,0,3,0.25,0.707978066,7,0.222222222,0.889158221,3,0.25,0.914426163,3,0.25,0.962558989,3,0.25,0.962558989,0.707978066,2394
Yes,1.117647,0.111111,0.932510339,0,0,2,0.5,0.877232566,4,0.333333333,0.972088135,3,0.4,0.951686964,3,0.4,0.950682411,3,0.4,0.972088135,0.877232566,2395
No,0.916667,0.037037,0.91041808,0,0,0,1,0.849348207,4,0.333333333,0.847671009,3,0.25,0.963058922,3,0.25,0.979449786,3,0.25,0.979449786,0.847671009,2396
No,0.833333,0.157895,0.854700355,0,0,2,0.666666667,0.646309399,2,0.75,0.814134423,4,0.5,0.95465319,4,0.5,0.95369563,4,0.5,0.95465319,0.646309399,2397
No,1.130435,0.04,0.906972667,0,0,1,0.666666667,0.775826672,2,0.714285714,0.765334534,6,0.4,0.979055809,6,0.4,0.975949083,6,0.4,0.979055809,0.765334534,2398
Yes,1.470588,0.470588,0.871263866,0,0,1,0.5,0.791810075,1,0.833333333,0.979317188,3,0.25,0.950511618,3,0.25,0.956533718,3,0.25,0.979317188,0.791810075,2399
No,1.157895,0.2,0.848472569,0,0,4,0,0.736091704,6,0.25,0.822629857,6,0,0.81789732,6,0,0.85640883,6,0,0.85640883,0.736091704,2400
No,0.9375,0.166667,0.775393812,1,1,2,0.333333333,0.639483089,2,0.5,0.869801231,3,0.25,0.921703682,3,0.25,0.866336833,3,0.25,0.921703682,0.639483089,2401
Yes,1.090909,0.090909,0.964694505,0,0,1,0.5,0.941818207,1,0.75,0.944970097,1,0.5,0.952862216,1,0.5,0.983044736,1,0.5,0.983044736,0.941818207,2402
Yes,1.142857,0.142857,0.881639596,0,0,0,1,0.78888612,0,1,0.79221954,2,0.714285714,0.957586479,2,0.714285714,0.92170096,2,0.714285714,0.957586479,0.78888612,2403
Yes,1,0,0.971224814,0,0,0,1,0.908539683,1,0.875,0.925733387,0,1,0.998390974,0,1,0.978073106,0,1,0.998390974,0.908539683,2404
No,0.736842,0.263158,0.891425544,0,0,1,0,0.829092871,1,0.5,0.816916542,1,0,0.93276221,1,0,0.907083219,1,0,0.93276221,0.816916542,2405
No,1,0,0.812252066,1,1,1,0,0.679853525,2,0,0.839455432,1,0.5,0.975261447,1,0.5,0.973504391,1,0.5,0.975261447,0.679853525,2406
No,1,0,0.90380059,0,0,1,0,0.837939831,3,0.4,0.982533965,1,0.5,0.964378483,1,0.5,0.941691879,1,0.5,0.982533965,0.837939831,2407
No,0.833333,0.166667,0.831501793,1,1,1,0,0.6506558,4,0,0.862000136,1,0,0.574812386,1,0,0.606624326,1,0,0.862000136,0.574812386,2408
Yes,0.875,0.125,0.970702,0,0,0,1,0.945882695,0,1,0.925280268,1,0.5,0.969767927,1,0.5,0.937977284,1,0.5,0.970702,0.925280268,2409
No,0.777778,0.222222,0.868580998,0,0,5,0.166666667,0.685745106,7,0.125,0.962269593,5,0.166666667,0.933979805,5,0.166666667,0.923401859,5,0.166666667,0.962269593,0.685745106,2410
Yes,0.764706,0.277778,0.931909157,0,0,3,0,0.772619307,6,0.142857143,0.742564637,3,0,0.993190355,3,0,0.828200631,3,0,0.993190355,0.742564637,2411
Yes,1.083333,0.076923,0.946047898,0,0,0,1,0.879524003,1,0.666666667,0.927191136,0,1,0.999863266,0,1,0.99807553,0,1,0.999863266,0.879524003,2412
Yes,1,0,0.804116545,0,0,2,0.6,0.686428418,3,0.5,0.846945476,3,0.5,0.816323254,3,0.5,0.811197259,3,0.5,0.846945476,0.686428418,2413
Yes,1.142857,0.133333,0.901007952,0,0,0,1,0.85406361,0,1,0.967324918,1,0.5,0.950554012,1,0.5,0.95204923,1,0.5,0.967324918,0.85406361,2414
Yes,0.733333,0.3125,0.935694331,0,0,0,1,0.827867987,2,0.5,0.603094686,0,1,0.970410397,0,1,0.927653271,0,1,0.970410397,0.603094686,2415
Yes,0.785714,0.214286,0.755856243,0,0,0,1,0.645633807,0,1,0.941045244,3,0.25,0.925899647,3,0.25,0.925515776,3,0.25,0.941045244,0.645633807,2416
